"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
5,13,171,"171",10,"010",1,"01",9,9,7,,,,,,,,,,"TRADING TYRES",100,0,,,,,,,8,0,12,0,2,15,0,20,0,2,"17101001",105171010
6,1,217,"217",84,"084",2,"02",10,5,4,,,,,,,,,,"BUY FOOD",10,,"SHOES",20,,"SAVE",70,,10,,20,,2,30,,30,,2,"21708402",106217084
6,16,235,"235",20,"020",3,"03",10,10,10,,,,,,,,,,"OPHENS",50,,"SLIPPERS",30,,"SAVES",20,,3,,7,,1,6,,7,,1,"23502003",106235020
6,1,179,"179",128,"128",1,"01",10,10,10,,,,,,,,,,"USE FOR CONSTRUCTION OF TOILET",20,,"USE FOR THE CONSTRUCTION OF A KITCHEN",30,,"USE TO ROOF MY BUILDING",50,,3,50,3,5,2,,,,,,"17912801",106179128
3,1,70,"070",3,"003",1,"01",10,10,10,,,,,,,,,,"BUSINESS",100,,,,,,,,5,,7,,3,8,,10,,3,"07000301",103070003
5,67,150,"150",61,"061",3,"03",,,,,,,,,,,,,"SHOE & CLOTHS",30,,"BOOK",20,,"TRADE, CALL CREDITS",50,,1,,1,50,1,1,50,2,,1,"15006103",105150061
10,168,338,"338",14,"014",1,"01",10,10,5,,,,,,,,,,"USE FOR FARMING",40,,"FOR HOSPITAL BILLS",40,,"SHEEP",20,,,,,,,,,,,,"33801401",110338014
5,67,152,"152",28,"028",1,"01",9,9,9,,,,,,,,,,"BUSINESS",100,,,,,,,,10,,15,,2,20,,25,,2,"15202801",105152028
6,92,195,"195",26,"026",1,"01",10,10,10,,,,,,,,,,"INVEST IN MY CHILDREN'S STUDIES",100,,,,,,,,,,,,,,,,,,"19502601",106195026
8,10,305,"305",59,"059",1,"01",9,9,8,,,,,,,,,,"SAVE",100,,,,,,,,,,1,70,2,,,1,70,2,"30505901",108305059
2,29,41,"041",54,"054",1,"01",10,10,10,,,,,,,,,,"OPEN A SHOP",70,,"INVEST IN FARMING",30,,,,,3,,4,,2,,,,,,"04105401",102041054
3,1,63,"063",26,"026",1,"01",,,,,,,,,,,,,"MEDICINE",100,,,,,,,,2,,5,,2,8,,10,,2,"06302601",103063026
1,1,31,"031",75,"075",1,"01",10,10,10,,,,,,,,,,,,,,,,,,,,,,,,12,,20,,2,"03107501",101031075
3,1,69,"069",45,"045",1,"01",10,10,10,,,,,,,"CHILD'S FEES",100,,,,,,,,,,,2,,3,,2,3,,3,,2,"06904501",103069045
1,8,15,"015",64,"064",1,"01",10,10,10,,,,,,,,,,"FARM INPUT",100,,,,,,,,3,,5,,2,,,,,,"01506401",101015064
5,82,140,"140",1,"001",3,"03",8,8,8,,,,,,,,,,"EDUCATION",100,,,,,,,,5,,10,,2,6,,12,,2,"14000103",105140001
8,147,273,"273",9,"009",2,"02",10,10,10,,,,,,,,,,"START RICE BUSINESS",100,,,,,,,,,,,,,,,,,,"27300902",108273009
3,1,76,"076",63,"063",1,"01",10,10,5,,,,,,,,,,"SAVING",20,,"BEGIN SMALL TRADE",60,,"SEND TO SON",20,,2,,3,,2,3,,5,,2,"07606301",103076063
6,12,226,"226",110,"110",1,"01",10,10,10,,,,,,,,,,"EXPAND BUSINESS",50,,"SUPPORT HOME",30,,"SAVE",20,,1,0,2,0,2,2,0,4,,2,"22611001",106226110
8,148,300,"300",29,"029",1,"01",10,10,10,,,,,,,,,,"EDUCATION",100,,,,,,,,,60,1,60,2,,60,1,60,2,"30002901",108300029
8,138,278,"278",8,"008",6,"06",10,10,10,,,,,,,,,,"SHEEP",60,,"GOAT",40,,,,,2,,3,,1,4,,6,,2,"27800806",108278008
3,1,67,"067",51,"051",1,"01",10,10,10,,,,,,,,,,"CLEAR DEBT",14,,"PAY DUES",38,,"REMITTANCE",48,,4,,4,,1,20,,30,,1,"06705101",103067051
1,13,10,"010",75,"075",1,"01",10,10,10,,,,,,,,,,"GRADUATE FROM APPRENTICESHIP",100,,,,,,,,,,,,,2,,4,,2,"01007501",101010075
8,141,294,"294",12,"012",1,"01",10,10,10,,,,,,,,,,"MAIZE",60,,"HOUSE KEEP",40,,,,,1,50,2,,1,2,,3,,2,"29401201",108294012
10,166,333,"333",20,"020",1,"01",10,10,10,,,,,,,,,,"INVEST IN FARMING",50,,"BUY FOODSTUFF",50,,,,,,,,,,,,,,,"33302001",110333020
2,29,43,"043",57,"057",1,"01",,,,,,,,,,,,,"DAILY CONSUMPTION",100,,,,,,,,2,0,5,0,2,2,0,5,0,2,"04305701",102043057
5,14,173,"173",32,"032",1,"01",10,10,10,,,,,,,,,,"FARMING",50,,"BUSINESS",25,,"SAVE",25,,,,,,2,,,,,2,"17303201",105173032
3,1,69,"069",8,"008",2,"02",10,10,10,,,,,,,,,,"SUPPORT DAUGHTER'S BUSINESS",100,,,,,,,,3,0,6,,2,9,,12,,2,"06900802",103069008
6,89,191,"191",69,"069",2,"02",10,10,10,,,,,,,,,,"EXPAND MY ENT.",100,,,,,,,,,,,,,,,,,,"19106902",106191069
4,50,342,"342",7,"007",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,5,,12,,1,"34200701",104342007
3,1,64,"064",36,"036",2,"02",10,10,10,,,,,,,,,,"SAVE",100,,,,,,,,2,,3,,2,3,,5,,2,"06403602",103064036
6,86,224,"224",15,"015",1,"01",10,10,10,,,,,,,,,,"SUPPORT FAMILY",50,,"SAVE",50,,,,,10,,10,,2,10,,10,,2,"22401501",106224015
5,66,172,"172",33,"033",3,"03",10,10,7,,,,,,,,,,"SCHOOL BAG",15,,"DRESS",50,,"FOOT WEAR",35,0,5,,6,,2,10,,15,,2,"17203303",105172033
10,166,333,"333",21,"021",2,"02",10,10,10,,,,,,,,,,"BUY FOODSTUFF",40,,"INVEST IN FARMING",40,,"BUY CLOTH",20,,,,,,,,,,,,"33302102",110333021
9,154,328,"328",1,"001",1,"01",10,10,10,,,,,,,,,,"HEALTH",30,,"FEES (CHILDREN)",30,,"CONSUMPTION",40,,3,,3,,1,2,50,2,50,1,"32800101",109328001
4,6,115,"115",27,"027",1,"01",7,8,9,,,,,,,,,,"RICE",55,,"COOKING OIL",25,,"SPAGATY",20,,4,,5,,2,5,,6,,2,"11502701",104115027
10,166,334,"334",2,"002",1,"01",10,10,10,,,,,,,,,,"EXTEND FARM",100,,,,,,,,,,,,,,,,,,"33400201",110334002
4,58,130,"130",46,"046",3,"03",10,10,10,,,,,,,,,,"BUY BICYCLE",70,,"SCHOOL ITEMS",30,,,,,5,,10,,2,,,,,,"13004603",104130046
6,88,238,"238",14,"014",5,"05",10,10,10,,,,,,,,,,"GIVE TO FATHER",50,,"GIVE TO MOTHER",30,,"DAILY CONSUMPTION",20,,,,,,,1,,10,,2,"23801405",106238014
8,135,310,"310",47,"047",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,2,30,4,,2,6,,10,,2,"31004701",108310047
4,3,103,"103",15,"015",1,"01",9,7,9,,,,,,,,,,"EQUIPMENT",70,,"CLOTHES",20,,"OTHERS",10,,3,0,8,0,2,8,0,15,0,2,"10301501",104103015
4,6,114,"114",15,"015",2,"02",10,6,2,,,,,,,,,,"INVEST IN FARM",80,,"HOUSE KEEPING",20,,,,,5,,10,,2,10,,15,,2,"11401502",104114015
4,50,126,"126",17,"017",2,"02",,10,10,,,,,,,,,,"SAVINGS",100,,,,,,,,,,,,,4,,5,,2,"12601702",104126017
5,69,134,"134",35,"035",2,"02",,7,7,,,,,,,,,,"BUY CLOTH",100,,,,,,,,2,,5,,3,3,,5,,1,"13403502",105134035
4,49,124,"124",29,"029",1,"01",,10,9,,,,,,,,,,"TRADING",100,0,,,,,,,,,,,,5,,8,,1,"12402901",104124029
3,1,68,"068",26,"026",2,"02",10,10,10,,,,,,,,,,"SAVE",100,,,,,,,,2,,3,,2,4,,4,,2,"06802602",103068026
6,111,225,"225",32,"032",2,"02",10,10,10,,,,,,,,,,"TRADING",50,,"SAVINGS",50,,,,,2,,4,,2,4,,5,,2,"22503202",106225032
5,15,175,"175",85,"085",5,"05",10,10,10,,,,,,,,,,"3",50,,"1",25,,"7",25,,,,,,,5,,20,,2,"17508505",105175085
10,171,330,"330",20,"020",1,"01",10,10,10,,,,,,,,,,"BUY FOODSTAFF",40,0,"BUY CLOTHINGS",40,0,"BUY UTENCILS",20,0,,,,,,,,,,,"33002001",110330020
5,10,165,"165",20,"020",1,"01",8,5,2,,,,,,,,,,"INVEST IN A TRADE",100,,,,,,,,2,,3,,2,8,,12,,2,"16502001",105165020
4,51,127,"127",25,"025",1,"01",,7,7,,,,,,,,,,"SPEND ON HEALTH",100,0,,,,,,,,,,,,5,0,8,0,1,"12702501",104127025
3,1,68,"068",17,"017",1,"01",10,10,5,,,,,,,,,,"CHILDREN'S SCHOOL FEES",100,,,,,,,,2,,3,,2,3,,4,,2,"06801701",103068017
3,1,78,"078",60,"060",1,"01",10,10,10,,,,,,,,,,"SAVINGS",10,,"GOODS",70,,"PERSONAL",10,,3,,5,,2,6,,8,,3,"07806001",103078060
4,49,121,"121",130,"130",1,"01",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,,,,,,10,,20,,2,"12113001",104121130
8,140,291,"291",9,"009",4,"04",10,10,10,,,,,,,,,,"MAIZE",100,,,,,,,,2,,2,,2,1,50,2,,2,"29100904",108291009
7,125,270,"270",39,"039",2,"02",10,10,10,,,,,,,,,,"TRADE",40,,"LEARN DRESS MAKING",30,,"SAVE",30,,3,,6,,,10,,15,,2,"27003902",107270039
6,109,233,"233",98,"098",1,"01",10,10,10,,,,,,,,,,"START SMALL TRADE",100,,,,,,,,1,50,2,50,,3,,4,50,1,"23309801",106233098
4,3,103,"103",125,"125",6,"06",10,10,9,,,,,,,,,,"EDUCATION",60,0,"SAVINGS",30,0,"OTHERS",10,0,5,0,10,0,2,10,0,15,0,2,"10312506",104103125
3,1,69,"069",45,"045",2,"02",10,10,10,,,,,,,"START BUSINESS",100,,,,,,,,,,,2,,3,,2,3,,4,,2,"06904502",103069045
5,67,150,"150",57,"057",1,"01",,,,,,,,,,,,,"DAILY CONSUMPTION",100,,,,,,,,1,,1,,1,1,50,1,50,1,"15005701",105150057
6,103,222,"222",7,"007",2,"02",10,10,10,,,,,,,,,,"CULTIVATE CROPS",100,,,,,,,,1,50,2,,2,1,50,2,,2,"22200702",106222007
3,1,76,"076",82,"082",1,"01",10,10,5,,,,,,,,,,"UTILITY BILLS",50,,"HOUSE KEEPING",40,,"POCKET",10,,3,,5,,2,3,,6,,2,"07608201",103076082
6,86,220,"220",62,"062",2,"02",10,10,10,,,,,,,,,,"BUY BABY PRODUCTS",50,,"SEWING MACHINE",40,,"CREDIT",10,,1,,2,,1,1,,2,,1,"22006202",106220062
6,10,215,"215",60,"060",3,"03",10,10,10,,,,,,,,,,"NEW PHONE",70,,"SAVE",30,,,,,5,,10,,2,5,,10,,2,"21506003",106215060
4,7,117,"117",41,"041",2,"02",10,10,10,,,,,,,,,,"EXPAND BUSINESS",100,,,,,,,,,,,,,5,,10,,2,"11704102",104117041
4,6,115,"115",11,"011",1,"01",9,10,10,,,,,,,,,,"FOOD",30,,"SAVING",30,,"EDUCATION",40,,4,,6,,2,5,,7,,2,"11501101",104115011
8,152,288,"288",16,"016",2,"02",5,5,5,,,,,,,,,,"CLOTH",40,0,"GRINING MAIL EXP.",30,0,"SOAP",30,,3,0,7,0,2,,,,,,"28801602",108288016
10,168,339,"339",49,"049",2,"02",10,10,7,,,,,,,,,,"MAIZE",40,,"BUSINESS",50,,"FOOD INGREDIENTS",10,,,,,,,,,,,,"33904902",110339049
1,1,8,"008",78,"078",4,"04",10,6,5,,,,,,,,,,"POCKET MONEY",70,,"CLOTHINGS",15,,"SCHOOL FEES",15,,3,,3,50,1,,,,,,"00807804",101008078
8,137,286,"286",18,"018",3,"03",6,6,6,,,,,,,,,,"BICYCLE",100,0,,,,,,,,,,,,5,0,10,0,1,"28601803",108286018
5,8,158,"158",34,"034",1,"01",,,,,,,,,,,,,"FINANCE GRAND CHILDREN EDUCATION",50,,"SAVING",50,,,,,,,,,,5,,10,,2,"15803401",105158034
5,8,159,"159",20,"020",1,"01",10,10,10,,,,,,,,,,"START A BUSINESS",100,,,,,,,,,,,,,2,,2,,2,"15902001",105159020
3,1,61,"061",85,"085",2,"02",10,10,10,,,,,,,,,,"BABY KITS/WEARS",100,,,,,,,,3,,3,,2,3,,4,,2,"06108502",103061085
6,89,187,"187",60,"060",1,"01",10,10,10,,,,,,,,,,"EXPAND MY FARM",100,,,,,,,,,,,,,,,,,,"18706001",106187060
9,156,319,"319",16,"016",3,"03",10,10,10,,,,,,,,,,"SCHOOL BAG",20,,"SHOES",40,,"BOOKS",40,,5,,7,,1,7,,10,,1,"31901603",109319016
5,8,158,"158",51,"051",1,"01",10,10,10,,,,,,,,,,"BUY & SELLING OF PANTIES",100,,,,,,,,,,,,,3,,8,,1,"15805101",105158051
4,46,109,"109",9,"009",1,"01",10,10,10,,,,,,,,,,"BUILDING",100,,,,,,,,5,,7,,2,7,,10,,2,"10900901",104109009
5,67,153,"153",31,"031",2,"02",,,,,,,,,,,,,"HOUSING",100,,,,,,,,2,,3,,1,3,,4,,1,"15303102",105153031
7,112,242,"242",40,"040",1,"01",10,6,2,,,,,,,,,,"CHEMICALS ON FARM",45,,"FARM LABOURS",35,,"SAVE",20,,5,,7,,2,,,,,,"24204001",107242040
6,91,185,"185",40,"040",3,"03",,,,,,,,,,,,,"START A TRADE",100,,,,,,,,,,,,,,,,,,"18504003",106185040
8,141,294,"294",5,"005",1,"01",10,10,10,,,,,,,,,,"ROOFING SHEET",100,,,,,,,,2,,2,,1,2,,3,,2,"29400501",108294005
8,10,301,"301",18,"018",1,"01",10,10,10,,,,,,,,,,"MEDICINE",100,,,,,,,,3,,4,,2,3,,5,,2,"30101801",108301018
8,137,285,"285",15,"015",3,"03",10,10,10,,,,,,,,,,"BICYCLE",100,0,,,,,,,,,,,,2,0,4,0,,"28501503",108285015
8,137,285,"285",16,"016",2,"02",10,10,10,,,,,,,,,,"SOYABEANS",40,0,"BEANS",30,0,"GUINEA CORN",30,0,4,0,5,0,1,,,,,,"28501602",108285016
8,137,285,"285",16,"016",3,"03",10,10,10,,,,,,,,,,"START BUSINESS",100,0,,,,,,,10,0,15,0,1,,,,,,"28501603",108285016
4,50,342,"342",6,"006",3,"03",10,10,10,,,,,,,,,,"OPEN AN A/C",100,,,,,,,,,,,,,5,,10,,2,"34200603",104342006
5,14,173,"173",1,"001",1,"01",5,5,5,,,,,,,,,,"ADD TO CAPITAL",100,,,,,,,,2,,3,,2,5,,10,,2,"17300101",105173001
10,166,335,"335",30,"030",1,"01",10,10,10,,,,,,,,,,"GROUNDNUT",60,,"TIGER NUTS",30,,"RICE",10,,,,,,,,,,,,"33503001",110335030
6,95,184,"184",26,"026",2,"02",10,10,10,,,,,,,,,,"START A BUSINESS",100,,,,,,,,,,,,,,,,,,"18402602",106184026
8,137,285,"285",21,"021",1,"01",10,5,5,,,,,,,,,,"GRAINS FOR RESALE",100,0,,,,,,,1,,2,,2,3,,6,,2,"28502101",108285021
8,137,285,"285",21,"021",2,"02",10,10,5,,,,,,,,,,"GROUNDNUTS FOR RESALE",100,0,,,,,,,6,,8,,2,8,,10,,2,"28502102",108285021
6,84,193,"193",62,"062",1,"01",,10,10,,,,,,,,,,"BUY FARM IMPUTS",50,0,"CONSUMPTION",50,0,,,,4,50,7,0,2,5,0,7,0,2,"19306201",106193062
8,153,282,"282",22,"022",2,"02",10,10,10,,,,,,,,,,"FARM GROUNDNUT",100,0,,,,,,,,,,,,,,,,,"28202202",108282022
5,82,140,"140",22,"022",2,"02",10,10,6,,,,,,,,,,"TRADING",100,,,,,,,,1,,1,50,1,2,,3,,1,"14002202",105140022
8,152,289,"289",41,"041",1,"01",10,10,5,,,,,,,,,,"FOOD",50,,"FARM INPUTS",50,,,,,1,,3,,2,3,,5,,2,"28904101",108289041
8,149,306,"306",25,"025",3,"03",10,10,10,,,,,,,,,,"FARMING",100,,,,,,,,1,,1,5,1,1,,2,,1,"30602503",108306025
5,70,136,"136",6,"006",2,"02",10,10,7,,,,,,,,,,"TRADING",100,,,,,,,,4,,5,,1,5,,6,,,"13600602",105136006
7,119,256,"256",30,"030",1,"01",10,10,10,,,,,,,,,,"FINISH BUILDING",30,,"CHILDREN'S SCHOOL FEES",35,,"INPUTS FOR FARMING",35,,2,,2,50,2,2,,2,50,2,"25603001",107256030
5,70,138,"138",4,"004",2,"02",10,10,10,,,,,,,,,,"START TRADE",100,,,,,,,,3,,5,,2,6,,10,,2,"13800402",105138004
10,168,338,"338",24,"024",3,"03",10,10,10,,,,,,,,,,"BUY SCHOOL ITEMS",100,,,,,,,,,,,,,2,50,3,50,2,"33802403",110338024
8,135,311,"311",28,"028",2,"02",10,10,10,,,,,,,,,,"START BUSINESS",100,,,,,,,,,,,,,,,,,,"31102802",108311028
5,12,169,"169",36,"036",1,"01",10,10,10,,,,,,,,,,"INVEST IN FARM",100,0,,,,,,,2,0,3,0,2,5,0,15,0,2,"16903601",105169036
5,13,171,"171",29,"029",1,"01",10,7,7,,,,,,,,,,"EXPAND BUSINESS",100,0,,,,,,,6,0,10,0,2,10,0,15,0,,"17102901",105171029
8,137,286,"286",8,"008",1,"01",10,5,5,,,,,,,,,,"PURCHASE OF GUINEA FOULS",100,0,,,,,,,2,0,4,0,2,,,,,,"28600801",108286008
5,8,158,"158",45,"045",1,"01",10,10,10,,,,,,,,,,"BUY AND SELL COMPUTER PARTS",100,,,,,,,,1,50,3,50,3,3,0,5,0,2,"15804501",105158045
6,109,233,"233",80,"080",1,"01",10,10,10,,,,,,,,,,"TRADING",100,,,,,,,,1,,2,,1,2,,3,,1,"23308001",106233080
2,2,37,"037",2,"002",2,"02",6,5,5,,,,,,,,,,"2",40,,"3",35,,"3",25,,2,,5,,2,,,,,,"03700202",102037002
4,46,109,"109",51,"051",1,"01",8,9,10,,,,,,,,,,"FARMING",100,,,,,,,,6,,8,,2,7,,10,,2,"10905101",104109051
5,7,155,"155",36,"036",2,"02",10,10,10,,,,,,,,,,"INVEST IN TRADE",100,,,,,,,,2,,3,,2,5,,7,,2,"15503602",105155036
3,1,65,"065",15,"015",1,"01",10,10,10,,,,,,,,,,"TRADE",40,,"SAVINGS",40,,"CHILD'S SCHOOL",20,,3,,5,,2,3,,5,,2,"06501501",103065015
8,148,300,"300",34,"034",3,"03",10,10,10,,,,,,,,,,"GIVE TO PARENTS",100,,,,,,,,1,,2,50,2,1,,3,,2,"30003403",108300034
8,157,309,"309",39,"039",2,"02",,10,10,,,,,,,,,,"FOOD",100,,,,,,,,,,,,,,,,,,"30903902",108309039
7,126,272,"272",7,"007",2,"02",10,10,10,,,,,,,,,,"SUPPORT PETTY BUSINESS",60,,"SUPPORT SPOUSE",20,,"BUY THINGS FOR CHILDREN",20,,2,,3,,1,5,,5,,1,"27200702",107272007
8,153,282,"282",5,"005",2,"02",10,10,10,,,,,,,,,,"RESALE OF GRAINS",100,0,,,,,,,3,0,4,0,2,,,,,,"28200502",108282005
2,29,60,"060",10,"010",2,"02",8,8,8,,,,,,,,,,"INVEST IN PROVISION STALL",50,,"SAVE IN BANK",30,,"BUY PERSONAL WEARS",20,,2,,3,,2,,,,,,"06001002",102060010
8,140,291,"291",28,"028",2,"02",10,10,10,,,,,,,"MAIZE",60,,"GROUNDNUT",40,,,,,,,,2,,5,,3,4,,10,,2,"29102802",108291028
10,169,329,"329",5,"005",2,"02",10,10,10,,,,,,,,,,"INVEST IN BUSINESS",100,,,,,,,,,,,,,,,,,,"32900502",110329005
8,141,294,"294",8,"008",9,"09",10,10,10,,,,,,,,,,"SHEANUTS",60,,"BASINS",40,,,,,1,,2,,2,3,,3,,2,"29400809",108294008
4,58,130,"130",21,"021",1,"01",,,,,,,,,,,,,"BUSINESS",100,,,,,,,,8,,12,,2,,,,,,"13002101",104130021
3,1,64,"064",39,"039",2,"02",10,10,8,,,,,,,,,,"SUPPORT CHILD'S EDUCATION",100,,,,,,,,2,,3,,2,3,,4,,2,"06403902",103064039
6,94,181,"181",13,"013",4,"04",10,10,10,,,,,,,,,,"TELEVISION",60,,"MOBILE PHONE",25,,"PURCHASE SCHOOL ITEMS",15,,1,,3,,1,3,,5,,1,"18101304",106181013
6,10,213,"213",5,"005",1,"01",10,10,8,,,,,,,,,,"PAY FEES",50,0,"BUSINESS",30,0,"FOR FOOD",20,0,4,0,5,0,,4,0,8,0,2,"21300501",106213005
3,1,64,"064",36,"036",1,"01",10,10,10,,,,,,,,,,"UTILITY BILLS",100,,,,,,,,2,,3,,2,3,,4,,2,"06403601",103064036
5,67,149,"149",46,"046",1,"01",10,10,5,,,,,,,,,,"TRADING",100,,,,,,,,1,50,2,,2,3,,4,,2,"14904601",105149046
3,1,64,"064",33,"033",2,"02",10,10,5,,,,,,,,,,,,,"SAVE",100,,,,,3,,4,,2,4,,5,,2,"06403302",103064033
8,152,288,"288",9,"009",2,"02",10,10,10,,,,,,,,,,"MAIZE",60,0,"CLOTH",40,0,,,,2,0,3,0,2,3,0,5,0,2,"28800902",108288009
8,137,286,"286",21,"021",1,"01",10,10,5,,,,,,,,,,"GRAINS FOR RESALE",100,0,,,,,,,2,0,4,0,2,,,,,,"28602101",108286021
8,144,280,"280",4,"004",1,"01",10,10,10,,,,,,,,,,"FARM YAM",100,,,,,,,,,,,,,,,,,,"28000401",108280004
8,147,273,"273",30,"030",2,"02",10,10,10,,,,,,,,,,"BUY FOODSTUFF",50,,"FOR BUSINESS",50,,,,,,,,,,,,,,,"27303002",108273030
4,3,102,"102",5,"005",1,"01",9,7,10,,,,,,,,,,"INVEST IN MY BUILDING",100,,,,,,,,4,,6,,2,10,,15,,2,"10200501",104102005
5,14,168,"168",25,"025",2,"02",10,10,10,,,,,,,,,,"PAY SCHOOL FEES",50,,"BUY CLOTHING",30,,"SAVE",20,,,,,,2,,,,,2,"16802502",105168025
10,169,332,"332",12,"012",2,"02",10,10,10,,,,,,,,,,"START TRADING IN GROUNDNUT",100,0,,,,,,,,,,,,,,,,,"33201202",110332012
3,1,64,"064",4,"004",2,"02",10,10,10,,,,,,,,,,,,,"FOOD IN THE HOUSE",100,,,,,2,,4,,2,3,,5,,2,"06400402",103064004
3,1,79,"079",23,"023",1,"01",8,6,4,,,,,,,,,,"PURCHASE TV",100,0,,,,,,,1,0,2,0,2,2,0,4,0,2,"07902301",103079023
8,137,286,"286",21,"021",2,"02",10,10,5,,,,,,,,,,"RETAIL OF PEPPER",100,0,,,,,,,,50,2,0,2,,,,,,"28602102",108286021
5,9,163,"163",9,"009",2,"02",10,9,0,,,,,,,,,,"BUY TEXTBOOKS",25,,"CLOTHING",25,,"SAVINGS",50,,1,,3,,2,4,,15,,2,"16300902",105163009
7,155,269,"269",46,"046",3,"03",10,10,10,,,,,,,,,,"INVEST IN SCHOOLING",60,,"BUY THINGS FOR SELF",20,,"POCKET MONEY FOR SELF",20,,3,,3,,1,5,,10,,2,"26904603",107269046
3,1,64,"064",1,"001",2,"02",10,10,9,,,,,,,,,,"SANDALS FOR SCH",20,,"PAST EXAMS QUESTIONS",50,,"POCKET MONEY",30,,2,,3,,2,4,,5,,2,"06400102",103064001
4,7,119,"119",24,"024",1,"01",8,8,8,,,,,,,,,,"TREASURY BILLS",100,,,,,,,,5,,7,,2,8,,12,,1,"11902401",104119024
9,158,312,"312",58,"058",2,"02",10,10,10,,,,,,,,,,"BUY FOODSTUFF",50,,"BUY CLOTHS",50,,,,,,,,,,1,,3,,2,"31205802",109312058
5,8,158,"158",37,"037",2,"02",,,10,,,,,,,,,,"UTENSILS",50,0,"SAVINGS",50,0,,,,,,,,,3,,7,,1,"15803702",105158037
2,31,39,"039",54,"054",1,"01",10,9,7,,,,,,,,,,"HIRE FARM LABOUR",100,,,,,,,,5,,5,,2,,,,,,"03905401",102039054
5,67,151,"151",32,"032",2,"02",10,10,10,,,,,,,,,,"BUSINESS",100,,,,,,,,3,,6,,,5,,10,,2,"15103202",105151032
4,49,124,"124",37,"037",2,"02",10,10,10,,,,,,,,,,"GIVE TO THE MOTHER",100,0,,,,,,,,,,,,5,0,12,0,1,"12403702",104124037
4,3,102,"102",2,"002",1,"01",10,10,10,,,,,,,,,,"MAIZE",50,,"FISH/SPICES",30,,"POCKET MONEY",,,6,,10,,2,10,,10,,2,"10200201",104102002
7,112,242,"242",55,"055",1,"01",10,10,9,,,,,,,,,,"SHOE",20,,"CELL PHONE",60,,"TROUSERS",20,,2,,5,,2,,,,,,"24205501",107242055
5,70,136,"136",29,"029",2,"02",10,10,10,,,,,,,,,,"BOOKS",20,,"CLOTHS",20,,"I WILL GIVE THE REST TO MY DAD",60,,1,,2,,1,2,,3,,1,"13602902",105136029
8,142,277,"277",28,"028",2,"02",10,10,10,,,,,,,,,,"TRADE",100,0,,,,,,,,,,,,2,0,4,0,2,"27702802",108277028
4,60,113,"113",12,"012",1,"01",8,9,10,,,,,,,,,,"FARMING",50,,"REARING OF ANIMALS",50,,,,,10,,13,,2,15,,20,,2,"11301201",104113012
10,169,331,"331",11,"011",1,"01",10,10,10,,,,,,,,,,"BUY SHEEP FOR REARING",40,,"INVEST IN FARMING",20,,"CLOTHING FOR CHILDREN",40,,,,,,,,,,,,"33101101",110331011
4,3,102,"102",12,"012",1,"01",,10,5,,,,,,,,,,"MEDICINE",100,,,,,,,,,,,,,,,,,,"10201201",104102012
5,15,177,"177",8,"008",1,"01",10,10,10,,,,,,,,,,"INVEST IN FARMING",40,,"REAR ANIMALS",30,,"FAMILY UPKEEP",30,,50,,70,,2,20,,40,,2,"17700801",105177008
10,166,336,"336",13,"013",2,"02",10,10,10,,,,,,,,,,"OPEN HAIR DRESSING SHOP",100,,,,,,,,,,,,,,,,,,"33601302",110336013
6,10,218,"218",3,"003",3,"03",,,,,,,,,,,,,"PHONE",40,,"SHOES",40,,"SAVINGS",20,,3,,6,,2,4,,7,,2,"21800303",106218003
2,2,32,"032",36,"036",2,"02",10,0,10,,,,,,,,,,"BUILD A HOUSE",70,,"BED FRAME AND MATTRESS",25,,"BEDSHEET",5,,,,,,,2,,4,,3,"03203602",102032036
6,108,230,"230",60,"060",2,"02",10,10,10,,,,,,,,,,"SUPPORT HOUSEHOLD",100,,,,,,,,1,,2,,1,2,,4,,1,"23006002",106230060
4,51,127,"127",23,"023",2,"02",10,10,9,,,,,,,,,,"CHILDREN EDU.",100,0,,,,,,,,,,,,8,0,12,0,,"12702302",104127023
5,70,138,"138",81,"081",1,"01",10,10,5,,,,,,,,,,"INVEST IN BUSINESS",100,,,,,,,,2,,4,,1,5,,10,,1,"13808101",105138081
7,122,267,"267",45,"045",3,"03",10,10,10,,,,,,,,,,"SCHOOL NEEDS",40,,"SAVE WITH MOTHER",40,,"PERSONAL NEEDS",20,,5,,8,,2,10,,15,,2,"26704503",107267045
6,102,208,"208",30,"030",3,"03",10,7,6,,,,,,,,,,"BUY BOOK",20,0,"FOR FOOD",50,0,"BUY SHOE",30,0,2,50,2,50,2,4,0,4,0,2,"20803003",106208030
