"id1","id2","id3","id4","s4avi1_plotno","s4avi_a161i","s4avi_a162","s4avi_a163","s4avi_a164i","s4avi_a164ii","s4avi_a165i","s4avi_a165ii","s4avi_a166","s4avi_a167i","s4avi_a167ii","s4avi_a168i","s4avi_a168ii","s4avi_a169i","s4avi_a169ii","s4avi_a169iii","s4avi_a169iv","s4avi_a170i","s4avi_a170","s4avi_a171","s4avi_a172i","s4avi_a172ii","s4avi_a173i","s4avi_a173ii","s4avi_a174","s4avi_a175i","s4avi_a175ii","s4avi_a176i","s4avi_a176ii","s4avi_a177i","s4avi_a177ii","s4avi_a177iii","s4avi_a177iv","s4avi_a178i","s4avi_a178","s4avi_a179","s4avi_a180i","s4avi_a180ii","s4avi_a181i","s4avi_a181ii","s4avi_a182","s4avi_a183i","s4avi_a183ii","s4avi_a184i","s4avi_a184ii","s4avi_a185i","s4avi_a185ii","s4avi_a185iii","s4avi_a185iv","s4avi_a186i","s4avi_a186","s4avi_a187","s4avi_a188i","s4avi_a188ii","s4avi_a189i","s4avi_a189ii","s4avi_a190","s4avi_a191i","s4avi_a191ii","s4avi_a192i","s4avi_a192ii","s4avi_a193i","s4avi_a193ii","s4avi_a193iii","s4avi_a193iv","s4avi_a194i","s4avi_a194","s4avi_a195","s4avi_a196i","s4avi_a196ii","s4avi_a197i","s4avi_a197ii","s4avi_a198","s4avi_a199i","s4avi_a199ii","s4avi_a200i","s4avi_a200ii","s4avi_a201i","s4avi_a201ii","s4avi_a201iii","s4avi_a201iv","hhno"
1,8,15,6,2,,2,,,,,,,,,,,,,,,33,1,3,3,15,24,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015006
1,8,15,6,1,55,1,3,6,15,48,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,18,1,4,2,15,,,1,2,15,,,6,,,,1,1,5,1,14,,,1,1,14,,6,,,,,101015006
1,8,15,6,4,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,22,1,3,2,15,15,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015006
1,8,15,6,3,,2,,,,,,,,,,,,,,,33,1,3,2,15,16,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015006
1,8,15,34,1,16,1,2,24,19,300,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015034
1,8,15,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015055
1,8,15,55,1,49,1,3,0.5,15,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015055
1,8,15,64,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,64,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,64,4,16,1,2,0.5,19,12,50,3,,,,,12,27,,,15,1,2,0.5,19,12,50,3,,,,,12,27,,,10,1,4,2,15,18,,3,,,,,12,27,,,51,1,5,1,14,200,,3,,,,,12,27,,,69,1,5,1,14,8,,3,,,,,12,27,,,101015064
1,8,15,64,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,101015064
1,8,15,65,1,49,1,3,2,15,20,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015065
1,8,15,65,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015065
1,8,15,90,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,90,1,19,1,2,8,15,128,,3,,,,,6,,,,18,1,4,3,15,39,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015090
1,8,15,120,1,33,1,3,2,15,14,,3,,,,,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015120
1,8,15,120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015120
1,8,15,151,1,18,1,4,2,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015151
1,8,15,151,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101015151
1,8,16,23,3,33,1,3,4,15,32,,3,,,,,29,5,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016023
1,8,16,23,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016023
1,8,16,23,2,33,1,3,6,15,48,,3,,,,,22,39,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016023
1,8,16,137,1,72,1,4,1,15,9,,3,,,,,27,37,,,,,,,,,,,,,,,,,,,23,1,2,20,49,4,,3,,,,,27,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,2,,2,,,,,,,,,,,,,,,1,1,4,1,15,18,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,137,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016137
1,8,16,144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016144
1,8,16,144,1,33,1,3,3,15,30,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016144
1,8,16,217,1,33,1,3,10,15,70,,,,,,,,,,,30,1,3,8,15,64,,3,,,,,,,,,114,1,3,2,15,16,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,8,16,217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,8,16,217,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,10,17,4,1,49,1,3,5,15,35,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017004
1,10,17,4,2,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017004
1,10,17,19,1,30,1,3,2,15,18,,3,,,,,5,8,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017019
1,10,17,19,2,30,1,3,1,15,9,,3,,,,,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017019
1,10,18,2,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101018002
1,10,18,2,2,,2,,,,,,,,,,,,,,,,1,3,4,15,40,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101018002
1,10,18,2,1,22,1,3,6,15,60,,3,,,,,22,,,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101018002
1,10,19,4,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,19,4,1,1,1,4,0.5,15,7,,1,0.5,15,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,19,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019004
1,10,19,12,1,18,1,4,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019012
1,10,20,4,2,66,1,3,10,15,70,,3,,,,,6,5,,,72,1,3,5,15,40,,3,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020004
1,10,20,4,1,66,1,3,15,15,105,,3,,,,,32,28,5,,72,1,3,10,15,80,,3,,,,,32,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020004
1,10,20,16,1,4,1,3,2,15,13,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020016
1,10,20,18,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,18,1,18,1,4,3,15,36,,2,1,15,12,,6,,,,1,1,5,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,18,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020018
1,10,20,43,1,15,1,2,6,18,108,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020043
1,10,21,1,1,23,1,3,7,15,56,,3,,,,,6,,,,18,1,4,5,15,80,,2,2,15,32,,6,,,,1,1,4,1,15,16,,3,,,,,6,,,,51,1,5,35,42,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,1,3,23,2,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,1,2,23,1,3,3,15,24,,3,,,,,6,,,,18,1,4,2,15,32,,2,1,15,16,,6,,,,1,1,4,1,15,16,,3,,,,,6,,,,51,1,5,35,42,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101021001
1,10,21,7,1,55,1,3,5,15,40,,3,,,,,6,29,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021007
1,10,21,30,1,18,1,4,1,15,9,,1,1,15,9,,6,,,,23,1,2,4,19,32,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021030
1,10,21,30,2,18,2,,,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021030
1,10,21,54,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021054
1,10,21,54,1,18,1,4,2.5,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021054
1,10,21,58,3,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021058
1,10,21,58,1,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021058
1,10,21,58,2,18,1,4,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021058
1,10,21,62,2,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021062
1,10,21,62,1,17,1,3,4,15,32,,3,,,,,8,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021062
1,10,21,67,3,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021067
1,10,21,67,4,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021067
1,10,21,67,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021067
1,10,21,67,1,18,1,4,1,15,15,,1,1,15,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021067
1,10,21,69,2,1,2,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021069
1,10,21,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021069
1,10,21,69,1,1,1,4,2,15,30,,1,2,15,30,,6,,,,18,1,4,2,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021069
1,10,27,4,1,18,1,2,1,15,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101027004
1,10,27,23,2,66,1,3,6,15,49,20,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101027023
1,10,27,23,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101027023
1,11,31,5,,,1,3,3,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031005
1,11,31,5,,,1,3,6,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031005
1,11,31,75,,17,1,3,1,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031075
1,11,31,75,,17,1,3,1,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031075
1,12,29,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029004
1,12,29,4,1,18,1,2,4,18,120,0,1,4,18,27,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029004
1,12,29,6,2,1,1,4,1,15,18,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029006
1,12,29,6,1,1,1,4,2,15,36,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029006
1,12,30,4,3,16,1,4,2,41,15,,3,,,,,27,,,,51,1,5,4,37,2,,3,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030004
1,12,30,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030004
1,12,30,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030004
1,12,30,5,2,1,1,4,1,41,25,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030005
1,12,30,5,1,1,1,4,1,41,25,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030005
1,12,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030006
1,12,30,6,1,18,1,4,2,41,30,,3,,,,,6,,,,1,1,5,2,37,24,,3,,,,,6,,,,21,1,5,72,37,72,,1,72,37,24,,6,,,,89,1,5,48,37,48,,1,96,37,48,,6,,,,90,1,3,2,41,19,,3,,,,,6,,,,101030006
1,12,30,10,1,18,1,4,2,37,20,,3,,,,,6,,,,1,1,4,1,37,15,,3,,,,,6,,,,78,1,2,3,19,45,,3,,,,,6,,,,21,1,5,5,37,15,,1,5,,5,,6,,,,,,,,,,,,,,,,,,,,101030010
1,12,30,16,1,1,1,4,1,37,15,,3,,,,,6,,,,18,1,4,3,37,30,,3,,,,,6,,,,21,1,5,9,37,12,,1,9,37,9,,6,,,,66,1,2,20,19,308,,3,,,,,6,,,,89,1,5,10,37,15,,1,10,37,10,,6,,,,101030016
1,12,30,16,2,1,1,4,1,37,15,,3,,,,,6,,,,18,1,4,2,37,20,,3,,,,,6,,,,21,1,5,5,37,7,,1,5,37,5,,6,,,,66,1,2,10,19,150,,3,,,,,6,,,,89,1,5,5,37,12,50,1,5,37,5,,6,,,,101030016
1,12,30,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030030
1,12,30,30,1,1,1,4,2,41,40,,1,2,41,40,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030030
1,12,30,31,1,1,1,4,3,41,45,,3,,,,,6,,,,15,1,2,8,18,117,60,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030031
1,12,30,38,1,1,1,4,4,41,60,,3,,,,,6,,,,21,1,5,18,41,18,,1,18,41,18,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030038
1,12,30,43,1,1,1,4,8,41,120,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030043
1,12,30,54,1,1,1,4,9,4,144,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030054
1,12,30,56,1,18,1,4,3,37,45,,3,,,,,6,,,,1,1,4,3,37,45,,3,,,,,6,,,,66,1,2,2,,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030056
1,12,30,56,3,18,1,4,3,37,45,,3,,,,,6,,,,1,1,4,2,37,30,,3,,,,,6,,,,66,1,2,1,,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030056
1,12,30,56,2,18,1,4,3,37,45,,3,,,,,6,,,,1,1,4,3,37,45,,3,,,,,6,,,,66,1,2,2,,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030056
1,12,30,63,1,38,1,4,1,15,25,,3,,,,,6,,,,1,1,4,1,15,25,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030063
1,16,23,11,2,18,1,4,2,19,20,,1,2,19,20,,6,,,,66,1,3,6,15,39,,3,,,,,6,,,,78,1,2,1,19,20,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023011
1,16,23,11,1,18,1,4,2,19,20,,1,2,19,20,,6,,,,66,1,3,12,15,78,,3,,,,,6,5,29,,78,1,2,1,19,20,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023011
1,16,23,13,1,66,1,4,4,15,30,,3,,,,,6,5,29,8,18,1,4,1,15,20,,1,1,15,20,,6,,,,78,1,2,1,18,40,,3,,,,,6,,,,19,1,2,4,15,60,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101023013
1,16,23,13,2,66,2,,,,,,,,,,,,,,,18,2,,,,,,,,,,,,,,,78,2,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023013
1,16,23,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,14,1,33,1,3,7,15,52,50,3,,,,,6,5,,,19,1,2,6,15,90,,3,,,,,6,,,,1,1,4,11,15,,,3,,,,,6,,,,78,1,2,12,19,180,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,14,2,33,1,3,6,15,45,,3,,,,,6,,,,19,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,78,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,17,2,18,1,4,1,15,40,,1,1,15,40,,6,,,,19,1,2,1,15,20,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023017
1,16,23,17,1,18,1,4,1,15,40,,1,1,15,40,,6,,,,19,1,2,1,15,20,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023017
1,16,23,18,3,18,1,4,2,15,16,,3,,,,,6,,,,1,1,4,0.5,15,7,50,1,0.5,15,7,50,6,,,,78,1,2,10,19,150,,3,,,,,6,,,,66,1,3,2,15,15,,3,,,,,6,5,29,8,7,1,3,4,15,36,,3,,,,,6,,,,101023018
1,16,23,18,2,18,1,4,2,15,16,,3,,,,,6,,,,1,1,4,0.5,15,7,50,1,0.5,15,7,50,6,,,,78,1,2,10,19,150,,3,,,,,6,,,,66,1,3,2,15,15,,3,,,,,6,5,29,8,7,1,3,4,15,36,,3,,,,,6,,,,101023018
1,16,23,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023018
1,16,23,24,2,33,1,3,7,15,52,50,3,,,,,5,29,8,,18,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023024
1,16,23,24,1,33,1,3,3,15,22,50,3,,,,,6,40,,,18,1,4,1,15,20,,3,,,,,6,,,,1,1,4,1,15,35,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023024
1,16,23,28,2,1,1,4,5,15,100,,2,5,15,50,,6,,,,18,1,4,7,15,70,,1,7,15,70,,6,,,,15,1,2,5,19,75,,3,,,,,6,,,,21,1,5,60,37,60,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101023028
1,16,23,28,1,1,1,4,2,15,40,,2,0.5,15,10,,6,,,,18,1,4,3,15,30,,1,3,15,30,,6,,,,15,1,2,5,19,75,,3,,,,,6,,,,21,1,5,60,37,60,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101023028
1,16,23,30,2,18,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023030
1,16,23,30,1,18,1,4,3,15,30,,3,,,,,6,,,,1,1,4,4,15,60,,2,2,15,30,,6,,,,10,1,4,2,15,15,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023030
1,16,23,31,1,19,1,2,6,15,90,,2,3,15,45,,6,,,,66,1,3,4,15,30,,3,,,,,6,5,19,29,78,1,2,15,19,225,,3,,,,,6,,,,7,1,3,4,15,40,,3,,,,,6,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
