"id1","id2","hhno","plot_no","s4aii_a10","s4aii_a11","s4aii_a12","s4aii_a13","s4aii_a14","s4aii_a15a","s4aii_a15b","s4aii_a15c","s4aii_a16","s4aii_a17","area_ha"
1,10,101018002,3,1,1,1,3,,,"7KM",120,1,1,0.404694467782974
1,10,101018002,2,1,1,1,3,,,"7KM",120,1,1,0.404694467782974
1,10,101018014,2,0.5,1,1,3,,,"1KM",30,1,1,0.202347233891487
1,10,101018014,3,0.5,1,1,3,,,"1KM",30,1,1,0.202347233891487
1,10,101018014,1,1.5,1,1,1,3,,"1KM",30,1,1,0.607041656970978
1,10,101018034,1,4,2,1,1,3,,"5KM",120,1,1,1.63820314407349
1,10,101019003,1,3,1,1,3,,,"0.5KM",10,2,,1.21408331394196
1,10,101019003,2,3,1,1,3,,,"0.5KM",10,2,,1.21408331394196
1,10,101019004,2,1,2,1,3,,,"45KM",180,1,1,0.409550786018372
1,10,101019004,3,1,2,1,3,,,"3KM",30,2,,0.409550786018372
1,10,101019004,1,3,2,1,1,3,,"45KM",180,1,1,1.22865235805511
1,10,101019005,1,1,2,1,2,,2,"0.1KM",5,1,1,0.409550786018372
1,10,101019006,1,1,2,1,2,,1.5,"0.2KM",5,1,1,0.409550786018372
1,10,101019008,1,1,2,1,2,,4,"0.2KM",8,1,1,0.409550786018372
1,10,101019009,2,0.5,1,1,2,,2,"1KM",30,2,,0.202347233891487
1,10,101019009,1,2,1,1,1,2,,"1KM",30,2,,0.809388935565948
1,10,101019011,1,0.5,2,1,2,,1.5,"0.2",10,1,1,0.204775393009186
1,10,101019011,2,0.300000011920929,2,1,2,,0.200000002980232,"0.2",10,1,1,0.122865244746208
1,10,101019012,1,5,2,1,1,5,,"10KM",90,2,,2.04775404930115
1,10,101019013,1,0.300000011920929,2,1,2,,3,"0.7KM",20,1,1,0.122865244746208
1,10,101019014,1,0.5,2,1,2,,2,"1KM",25,2,,0.204775393009186
1,10,101019014,2,0.5,2,1,2,,4,"1KM",25,2,,0.204775393009186
1,10,101019016,1,2,2,1,1,2,,"2KM",45,1,1,0.819101572036743
1,10,101019017,1,1,1,1,3,,,"0.4KM",20,1,1,0.404694467782974
1,10,101019020,1,1,2,1,3,,,"2KM",40,1,1,0.409550786018372
1,10,101020004,1,5,1,1,1,10,,"3MILES",60,1,2,2.02347230911255
1,10,101020004,2,4,1,1,,8,,"1MILE",20,1,1,1.6187778711319
1,10,101020006,1,3,1,1,1,6,,"2.5MILES",50,1,1,1.21408331394196
1,10,101020016,1,2,2,1,1,3,,"1MILE",20,1,1,0.819101572036743
1,10,101020018,2,1,1,1,1,2,,"0.5MILE",10,1,1,0.404694467782974
1,10,101020018,3,4,1,1,1,8,,"1MILE",20,1,1,1.6187778711319
1,10,101020018,1,1.5,1,1,1,3,,"0.5MILE",10,1,1,0.607041656970978
1,10,101020027,1,2,2,1,1,2.5,,"7MILES",140,1,1,0.819101572036743
1,10,101020035,2,2,2,1,1,2,,"2.5MILES",50,1,1,0.819101572036743
1,10,101020035,1,2,2,1,1,2,,"2MILES",40,1,1,0.819101572036743
1,10,101020037,1,0.5,2,1,2,,1.5,"6MILES",360,1,1,0.204775393009186
1,10,101020043,1,18.5,1,1,1,40,,"3MILES",60,1,1,7.48684740066528
1,10,101021001,1,3,2,1,1,2,,"4KM",60,1,1,1.22865235805511
1,10,101021001,2,3,2,1,1,2,,"4KM",60,1,1,1.22865235805511
1,10,101021001,3,2,2,1,1,1.5,,"4KM",60,1,1,0.819101572036743
1,10,101021007,1,3,2,1,1,3,,"0.2KM",5,1,1,1.22865235805511
1,10,101021011,1,4,2,1,1,2,,"4KM",60,1,1,1.63820314407349
1,10,101021011,2,3,2,1,1,1.5,,"5KM",80,1,1,1.22865235805511
1,10,101021030,1,2,1,1,1,4,,"0.4KM",15,1,1,0.809388935565948
1,10,101021030,2,0.5,1,1,3,,,"0.4KM",15,1,1,0.202347233891487
1,10,101021045,1,1,2,1,3,,,"3.2KM",20,2,,0.409550786018372
1,10,101021054,2,1,1,1,2,,1.20000004768372,"3.2KM",35,2,,0.404694467782974
1,10,101021054,1,4,1,1,1,2.5,,"6.4KM",75,1,1,1.6187778711319
1,10,101021058,3,0.5,2,1,2,,2,"1.3KM",45,1,2,0.204775393009186
1,10,101021058,2,1.5,2,1,1,1.5,,"1.3KM",45,1,1,0.614326179027557
1,10,101021058,1,6,2,1,1,6,,"1.3KM",45,1,1,2.45730471611023
1,10,101021062,1,1,1,1,3,,,"0.2KM",20,1,1,0.404694467782974
1,10,101021062,2,2,1,1,1,2,,"0.3KM",40,1,1,0.809388935565948
1,10,101021067,4,1.5,2,1,3,,,"0.3KM",8,1,1,0.614326179027557
1,10,101021067,1,2,2,1,1,1.5,,"0.2KM",5,1,1,0.819101572036743
1,10,101021067,3,8,2,1,1,6,,"0.4KM",12,1,1,3.27640628814697
1,10,101021067,2,4,2,1,1,3,,"0.3KM",8,1,1,1.63820314407349
1,10,101021068,1,6,2,1,1,7,,"3.2KM",90,1,1,2.45730471611023
1,10,101021069,2,3,2,1,1,3,,"1.2KM",30,1,1,1.22865235805511
1,10,101021069,3,1,2,1,3,,,"1.2KM",30,1,1,0.409550786018372
1,10,101021069,1,2,2,1,1,2,,"1.2KM",30,1,1,0.819101572036743
1,10,101027004,1,2,2,1,1,2,,"6KM",70,1,1,0.819101572036743
1,10,101027009,2,1,1,1,3,,,"1.6KM",15,1,1,0.404694467782974
1,10,101027009,1,2,1,1,1,2,,"1.6KM",15,1,1,0.809388935565948
1,10,101027010,1,2,2,1,1,2,,"1KM",20,1,1,0.819101572036743
1,10,101027010,2,1,2,1,3,,,"0.5KM",10,1,1,0.409550786018372
1,10,101027011,1,1,2,1,3,,,"1KM",20,1,1,0.409550786018372
1,10,101027013,2,2,2,1,1,1.5,,"0.5KM",15,1,1,0.819101572036743
1,10,101027013,1,12,2,1,1,11.5,,"2KM",35,1,1,4.91460943222046
1,10,101027013,4,2,2,1,1,1.5,,"2KM",35,1,1,0.819101572036743
1,10,101027013,3,1,2,1,3,,,"0.5KM",15,1,1,0.409550786018372
1,10,101027020,1,1,2,1,3,,,"1.6KM",20,1,1,0.409550786018372
1,10,101027020,2,1,2,1,3,,,"1.6KM",20,1,1,0.409550786018372
1,10,101027020,3,1,2,1,3,,,"1.6KM",20,1,1,0.409550786018372
1,10,101027023,2,3,2,1,1,1.5,,"3KM",60,2,,1.22865235805511
1,10,101027023,1,10,2,1,1,6,,"2KM",40,2,,4.09550809860229
1,10,101027031,2,1.5,2,1,1,1,,"4.5KM",80,1,1,0.614326179027557
1,10,101027031,1,2.5,2,1,1,1.5,,"3.2KM",60,1,1,1.02387702465057
1,10,101027032,1,1.5,2,1,1,1.5,,"1.6KM",30,1,1,0.614326179027557
1,10,101027032,2,2,2,1,1,2,,"1.6KM",30,1,1,0.819101572036743
1,10,101027040,1,4,2,1,1,3,,"1KM",35,2,,1.63820314407349
1,10,101027041,1,4,2,1,1,3,,"1KM",35,2,,1.63820314407349
1,10,101027046,2,1,2,1,3,,,"1KM",19,1,1,0.409550786018372
1,10,101027046,1,2,2,1,1,2,,"1KM",19,1,1,0.819101572036743
1,10,101027060,2,1,2,1,3,,,"1.6KM",30,1,1,0.409550786018372
1,10,101027060,1,2,2,1,1,2,,"1.6KM",30,1,1,0.819101572036743
1,11,101031005,1,2,1,,,,,"8KM",120,1,1,0.809388935565948
1,11,101031005,2,1,1,,,,,"4.5KM",60,1,1,0.404694467782974
1,11,101031030,2,2.5,1,,,,,"6MILES",30,2,,1.01173615455627
1,11,101031030,1,2.5,1,,,,,"6MILES",30,2,,1.01173615455627
1,11,101031069,1,0.5,1,1,2,,1,"1KM",30,2,,0.202347233891487
1,11,101031075,1,3,1,,,,,"1",30,1,1,1.21408331394196
1,11,101031075,2,2,1,,,,,"2",60,1,1,0.809388935565948
1,11,101031084,1,3,1,,,,,"3",60,2,,1.21408331394196
1,11,101031084,2,2,1,,,,,"3",60,2,,0.809388935565948
1,12,101029004,2,2.5,1,1,1,2,,"1.5MILES",30,1,1,1.01173615455627
1,12,101029004,1,5.5,1,1,1,4,,"5MILES",90,1,1,2.22581958770752
1,12,101029006,1,2,1,1,1,4,,"1.5MILES",30,1,1,0.809388935565948
1,12,101029006,2,1,1,1,1,2,,"3MILES",60,1,1,0.404694467782974
1,12,101029008,1,3,1,1,1,4,,"1MILE",20,1,1,1.21408331394196
1,12,101029011,1,2,1,1,2,,4,"2MILES",46,2,,0.809388935565948
1,12,101029017,1,3,1,1,1,2,,"0.5MILE",10,1,1,1.21408331394196
1,12,101029017,3,1,1,1,2,,,"1MILE",20,1,1,0.404694467782974
1,12,101029017,2,2,1,1,3,,,"3MILES",60,1,1,0.809388935565948
1,12,101029023,2,1.5,1,1,3,,,"3.25MILES",95,1,1,0.607041656970978
1,12,101029023,4,3,1,1,1,1.5,,"3MILES",90,1,1,1.21408331394196
1,12,101029023,1,4,1,1,1,2,,"3MILES",90,1,1,1.6187778711319
1,12,101029023,3,3,1,1,1,1.5,,"4MILES",120,1,1,1.21408331394196
1,12,101029033,2,2.5,1,1,1,2,,"0.5MILE",10,1,1,1.01173615455627
1,12,101029033,1,4,1,1,1,3,,"1MILE",20,1,1,1.6187778711319
1,12,101029034,1,8,1,1,1,20,,"2.5MILES",50,1,1,3.23755574226379
1,12,101029034,2,1.5,1,1,1,2.5,,"2MILES",40,1,1,0.607041656970978
1,12,101029036,1,3,1,1,1,4,,"1.5MILES",30,1,1,1.21408331394196
1,12,101029037,1,3,1,1,1,5,,"3MILES",60,2,,1.21408331394196
1,12,101029039,1,2,1,1,1,2,,"1.5MILE",30,1,1,0.809388935565948
1,12,101030004,1,17,1,1,1,14,,"4KM",90,1,1,6.87980556488037
1,12,101030004,2,3,2,1,1,2,,"1.5KM",25,1,1,1.22865235805511
1,12,101030004,3,2.5,2,1,1,1.5,,"0.5KM",15,1,1,1.02387702465057
1,12,101030005,1,20,1,1,1,10,,"7KM",140,1,1,8.0938892364502
1,12,101030005,2,4,1,1,1,2,,"1KM",20,1,1,1.6187778711319
1,12,101030006,1,2,2,1,1,1.5,,"3KM",55,1,1,0.819101572036743
1,12,101030006,2,2.5,2,1,1,2,,"4.5KM",90,1,1,1.02387702465057
1,12,101030010,1,30,1,1,1,10,,"2.5KM",50,1,1,12.1408338546753
1,12,101030016,1,8,1,1,1,7,,"2.5KM",50,1,1,3.23755574226379
1,12,101030016,2,3,1,1,1,4,,"0.5KM",20,1,1,1.21408331394196
1,12,101030021,1,5,2,1,1,2,,"10KM",180,1,1,2.04775404930115
1,12,101030022,1,10,2,1,1,8,,"1.25KM",30,1,1,4.09550809860229
1,12,101030022,2,14,2,1,1,12,,"1.5KM",45,1,1,5.73371124267578
1,12,101030022,3,6,2,1,1,4,,"1KM",25,1,1,2.45730471611023
1,12,101030030,2,15,1,1,1,3,,"3KM",45,1,1,6.07041692733765
1,12,101030030,1,20,1,1,1,5,,"3KM",45,1,1,8.0938892364502
1,12,101030031,1,3.5,2,1,3,,,"2KM",32,1,1,1.43342781066895
1,12,101030038,1,10,1,1,1,1.5,,"3KM",50,1,1,4.0469446182251
1,12,101030043,1,6.5,1,1,1,8,,"1KM",25,1,1,2.63051390647888
1,12,101030054,1,8,1,1,1,9,,"0.1KM",4,2,,3.23755574226379
1,12,101030056,2,2,1,1,1,2,,"3.5KM",50,1,1,0.809388935565948
1,12,101030056,3,1,1,1,3,,,"1KM",18,1,1,0.404694467782974
1,12,101030056,1,2,1,1,1,2,,"2.5KM",42,1,1,0.809388935565948
1,12,101030063,1,7,1,1,1,7,,"3KM",45,1,1,2.83286118507385
1,13,101012055,1,12.3999996185303,1,1,1,8,,"170KM",150,1,1,5.01821088790894
1,16,101023011,2,1.5,1,1,1,1,,"0.5KM",16,1,1,0.607041656970978
1,16,101023011,1,2,1,1,1,1.5,,"0.4KM",13,1,1,0.809388935565948
1,16,101023013,1,3,1,1,1,2,,"0.5KM",21,1,1,1.21408331394196
1,16,101023013,2,3,2,1,1,4,,"0.3KM",12,1,1,1.22865235805511
1,16,101023014,2,4,1,1,1,2,,"0.4KM",35,1,1,1.6187778711319
1,16,101023014,1,8,1,1,1,4,,"0.3K",30,1,1,3.23755574226379
1,16,101023014,3,2,1,1,3,,,"0.2KM",20,1,1,0.809388935565948
1,16,101023017,2,0.5,2,1,3,,,"0.3KM",15,1,1,0.204775393009186
1,16,101023017,1,4,2,1,1,8,,"0.2KM",10,1,1,1.63820314407349
1,16,101023018,3,2,2,1,1,1.5,,"0.4KM",37,1,1,0.819101572036743
1,16,101023018,1,3,2,1,1,2,,"0.1KM",15,1,1,1.22865235805511
1,16,101023018,2,2,2,1,1,1.5,,"0.3KM",30,1,1,0.819101572036743
1,16,101023024,2,3,2,1,1,3,,"0.4KM",25,1,1,1.22865235805511
1,16,101023024,1,1,2,1,3,,,"0.3KM",15,1,1,0.409550786018372
1,16,101023028,2,1,1,1,1,0.699999988079071,,"0.5KM",50,1,1,0.404694467782974
1,16,101023028,1,2,1,1,1,1.5,,"0.4KM",45,1,1,0.809388935565948
1,16,101023030,1,1,2,1,3,,,"0.3KM",45,1,1,0.409550786018372
1,16,101023030,2,1,2,1,3,,,"0.3KM",50,1,1,0.409550786018372
1,16,101023031,5,2,1,1,1,2,,"4KM",150,1,1,0.809388935565948
1,16,101023031,4,7,1,1,1,7,,"0.3KM",10,1,1,2.83286118507385
1,16,101023031,3,2,1,1,1,2,,"0.4KM",8,1,1,0.809388935565948
1,16,101023031,2,5,1,1,1,5,,"0.3KM",10,1,1,2.02347230911255
1,16,101023031,1,28,1,1,1,28,,"0.4KM",15,1,1,11.3314447402954
1,16,101023032,1,0.5,1,1,3,,,"0.2KM",15,1,1,0.202347233891487
1,16,101023035,2,3,1,1,1,2,,"0.2KM",10,1,1,1.21408331394196
1,16,101023035,1,15,1,1,1,13.5,,"0.4KM",25,1,1,6.07041692733765
1,16,101023035,4,4,1,1,1,3.79999995231628,,"0.4KM",25,1,1,1.6187778711319
1,16,101023035,3,4,1,1,1,3.79999995231628,,"0.3",15,1,1,1.6187778711319
1,16,101023036,3,5,1,1,1,2.5,,"0.2KM",17,1,1,2.02347230911255
1,16,101023036,1,5,1,1,1,2.5,,"0.4KM",45,1,1,2.02347230911255
1,16,101023036,2,2,1,1,3,,,"0.3KM",30,1,1,0.809388935565948
1,16,101023037,1,2.5,2,1,1,2,,"0.3KM",15,1,1,1.02387702465057
1,16,101023037,2,4,2,1,1,3.5,,"5KM",90,1,1,1.63820314407349
1,16,101023040,4,1.5,1,1,3,,,"0.2KM",15,1,1,0.607041656970978
1,16,101023040,1,2,1,1,1,3,,"0.5KM",30,1,1,0.809388935565948
1,16,101023040,5,1.5,1,1,3,,,"0.2KM",15,1,1,0.607041656970978
1,16,101023040,2,2,1,1,1,3,,"0.3KM",20,1,1,0.809388935565948
1,16,101023040,3,2,1,1,1,3,,"0.2KM",15,1,1,0.809388935565948
1,17,101022001,1,2,2,1,1,1.5,,"1KM",18,1,1,0.819101572036743
1,17,101022005,1,4,1,1,1,2,,"1.6KM",25,1,1,1.6187778711319
1,17,101022005,2,2,1,1,3,,,"1KM",20,1,1,0.809388935565948
1,17,101022009,1,4,1,1,1,6.5,,"0.3KM",15,1,1,1.6187778711319
1,17,101022011,1,2.5,2,1,1,3,,"1.5KM",30,1,1,1.02387702465057
1,17,101022012,1,3,1,1,1,2.5,,"150M",10,1,1,1.21408331394196
1,17,101022018,1,3,1,1,1,3,,"1.5KM",45,1,1,1.21408331394196
1,17,101022018,3,1.5,1,1,1,1.5,,"0.3KM",15,1,1,0.607041656970978
1,17,101022018,2,12,1,1,1,12,,"1KM",30,1,1,4.85633325576782
1,17,101022024,2,2,2,1,1,3,,"2KM",48,1,1,0.819101572036743
1,17,101022024,1,1.5,2,1,1,2,,"2KM",48,1,1,0.614326179027557
1,17,101022025,2,2.5,1,1,1,3,,"4KM",86,1,1,1.01173615455627
1,17,101022025,1,2,4,1,1,2.5,,"2KM",54,1,1,0.204775393009186
1,17,101022030,2,2,2,1,1,3,,"1.5KM",35,1,1,0.819101572036743
1,17,101022030,1,3.5,2,1,1,4,,"1KM",18,1,1,1.43342781066895
1,17,101022033,1,5,1,1,1,6,,"0.7KM",10,1,1,2.02347230911255
1,17,101022033,2,3,1,1,1,4,,"0.7KM",10,1,1,1.21408331394196
1,17,101022035,1,3,1,1,1,4,,"0.5KM",20,1,1,1.21408331394196
1,17,101022036,2,3,2,1,1,3,,"1.6KM",30,1,1,1.22865235805511
1,17,101022036,1,0.5,2,1,2,,2,"3.2KM",60,1,1,0.204775393009186
1,17,101022037,1,1,4,1,3,,,"1KM",18,2,,0.102387696504593
1,17,101022042,1,2,2,1,1,1.5,,"0.6KM",15,1,1,0.819101572036743
1,17,101022045,1,2,2,1,1,2,,"1.6KM",35,1,1,0.819101572036743
1,17,101022045,2,2,2,1,1,2,,"0.7KM",20,1,1,0.819101572036743
1,17,101024016,1,2,1,1,1,2,,"500M",6,1,1,0.809388935565948
1,17,101024016,2,1,1,1,3,,,"2KM",36,1,1,0.404694467782974
1,17,101024016,3,4,1,1,1,4,,"3KM",54,1,1,1.6187778711319
1,17,101024017,1,10,1,1,1,3,,"3KM",45,1,1,4.0469446182251
1,17,101024020,1,8,1,1,1,15,,"0.5KM",8,1,1,3.23755574226379
1,17,101024021,1,8,1,1,1,13,,"0.5KM",15,1,1,3.23755574226379
1,17,101024023,2,3,1,1,1,2,,"0.7KM",10,1,1,1.21408331394196
1,17,101024023,1,4,1,1,1,2.5,,"4KM",68,1,1,1.6187778711319
1,17,101024028,1,3,1,1,1,2.79999995231628,,"0.5KM",20,2,,1.21408331394196
1,17,101024028,2,1,1,1,1,1.5,,"100M",9,2,,0.404694467782974
1,17,101024032,1,2,2,1,1,1.5,,"1.5KM",31,1,1,0.819101572036743
1,17,101024036,1,2,1,1,1,2.5,,"4KM",100,1,1,0.809388935565948
1,17,101024038,1,4,1,1,1,5,,"150M",6,1,1,1.6187778711319
1,17,101024038,2,0.5,1,1,2,,2,"0.5KM",20,1,1,0.202347233891487
1,17,101024039,1,4,1,1,1,2,,"1KM",15,1,1,1.6187778711319
1,17,101024039,2,1,1,1,2,,2,"100M",3,1,1,0.404694467782974
1,17,101024042,1,6,1,1,1,5,,"3KM",52,1,1,2.42816662788391
1,17,101024043,1,6,1,1,1,3,,"100METRES",10,1,1,2.42816662788391
1,17,101024043,2,4,1,1,1,2.5,,"2KM",60,1,1,1.6187778711319
1,17,101024045,2,4,2,1,1,3,,"0.5KM",45,1,1,1.63820314407349
1,17,101024045,1,2,2,1,1,1.5,,"0.4KM",30,1,1,0.819101572036743
1,17,101024050,2,4,2,1,1,6,,"3KM",45,1,1,1.63820314407349
1,17,101024050,1,2,2,1,3,,,"3KM",45,1,1,0.819101572036743
1,17,101024051,1,1,2,1,1,1.5,,"100METRES",3,1,1,0.409550786018372
2,2,102034034,1,3,1,1,1,2,,"200",20,2,,1.21408331394196
2,2,102034066,,,,,,,,,,,,
2,2,102034090,,,,,,,,,,,,
2,2,102037001,1,1.5,1,1,1,4,,"0.025",30,2,,0.607041656970978
2,2,102037002,1,0.5,2,1,1,2,,"0.3",15,2,,0.204775393009186
2,2,102037005,1,4,2,2,1,8,,"1KM",30,1,2,1.63820314407349
2,2,102037005,2,2,2,2,1,4,,"3KM",90,1,2,0.819101572036743
2,2,102037010,1,1,1,1,1,4,,"3.2",30,2,,0.404694467782974
2,2,102037010,3,1,1,1,1,4,,"0.8",10,2,,0.404694467782974
2,2,102037010,2,1,1,1,1,4,,"3.2",30,2,,0.404694467782974
2,2,102037013,1,1,2,1,1,4,,"1MILE",40,2,,0.409550786018372
2,2,102037021,1,1.5,1,1,1,8,,"1.5MILE",90,1,1,0.607041656970978
2,2,102037027,1,0.5,2,1,3,,1,"1.5MILE",50,2,,0.204775393009186
2,2,102037028,1,0.5,2,1,1,3,,"1.6KM",60,1,2,0.204775393009186
2,2,102037030,1,3,2,1,1,10,,"3.2KM",120,1,1,1.22865235805511
2,2,102037030,2,1,2,1,1,3,,"3.2KM",120,2,,0.409550786018372
2,2,102037031,1,0.200000002980232,2,1,3,,,"1KM",20,2,,0.0819101557135582
2,2,102037035,1,1,2,1,1,4,,"3.2KM",60,1,2,0.409550786018372
2,2,102037037,1,1,2,1,1,4,,"0.2KM",10,1,2,0.409550786018372
2,2,102037038,1,0.5,2,1,1,3,,"0.5KM",20,1,,0.204775393009186
2,5,102051003,1,,2,1,1,1.5,,"2",120,1,1,
2,5,102051009,1,4,1,1,1,6,,"5",20,1,1,1.6187778711319
2,5,102051014,1,5.5,1,1,1,3,,"0.5",15,1,1,2.22581958770752
2,5,102051026,,,,,,,,,,,,
2,5,102051064,1,1.5,2,1,3,,,"1.3",20,1,1,0.614326179027557
2,5,102051071,1,4,2,1,1,8,,"1",10,1,1,1.63820314407349
2,8,102052006,4,1.5,1,1,3,,,"6.25KM",,1,1,0.607041656970978
2,8,102052006,3,2,1,1,1,1.5,,"75KM",,1,1,0.809388935565948
2,8,102052006,2,3,2,1,1,2,,"5KM",,1,1,1.22865235805511
2,8,102052006,1,2,1,1,1,1.5,,"7.5KM",,1,1,0.809388935565948
2,8,102052009,1,2,2,1,3,,,"6.4KM",,1,1,0.819101572036743
2,8,102052009,2,1,2,1,2,,2,"6.4KM",,1,1,0.409550786018372
2,8,102052018,1,3,1,1,1,3,,"3.75",,1,1,1.21408331394196
2,8,102052028,1,1.5,1,1,3,,,"3.2KM",,1,1,0.607041656970978
2,8,102052038,1,1,2,1,2,,3,"5KM",,1,1,0.409550786018372
2,8,102052038,2,0.100000001490116,2,1,2,,4,"4KM",,1,1,0.0409550778567791
2,8,102052041,1,1.5,1,1,3,,,"1.6KM",,1,1,0.607041656970978
2,8,102052043,1,0.5,2,1,2,,2,"2.4KM",,1,1,0.204775393009186
2,9,102054011,1,1,2,1,3,,,"5KM",150,1,1,0.409550786018372
2,9,102054027,2,3,1,,1,1.5,,"8KM",120,1,2,1.21408331394196
2,9,102054027,1,4,1,1,1,2,,"8KM",120,1,2,1.6187778711319
2,9,102054027,3,2,1,,3,0,,"8KM",120,1,2,0.809388935565948
2,9,102054032,1,2,2,1,1,2,,"4.8KM",35,1,1,0.819101572036743
2,9,102054032,2,2,2,1,1,2,,"4.8KM",35,1,1,0.819101572036743
2,9,102054039,3,1,2,1,3,,,"5.6KM",120,1,1,0.409550786018372
2,9,102054039,1,0.300000011920929,2,1,2,,1,"5.6KM",120,1,1,0.122865244746208
2,9,102054039,4,1.5,2,1,1,1,,"5.6KM",120,1,1,0.614326179027557
2,9,102054039,2,1,2,1,3,,,"5.6KM",120,1,1,0.409550786018372
2,9,102054050,1,1,2,1,2,,5,"4.8",60,1,1,0.409550786018372
2,9,102054058,2,1,1,1,2,,,"44KM",120,1,1,0.404694467782974
2,9,102054058,1,2,1,1,1,2,,"44KM",30,1,1,0.809388935565948
2,9,102054061,2,2,2,1,1,4,,"11.2KM",180,,1,0.819101572036743
2,9,102054061,1,2,2,1,1,4,,"9.6KM",120,,1,0.819101572036743
2,9,102054067,1,6,1,1,1,3,,"44",80,1,1,2.42816662788391
2,9,102054067,2,2,1,1,1,2,,"44",80,1,1,0.809388935565948
2,9,102055007,1,1,2,1,2,,1.5,"2KM",40,2,,0.409550786018372
2,9,102055017,2,4,1,1,1,4,,"2KM",30,1,1,1.6187778711319
2,9,102055017,1,4,1,1,1,2.5,,"2KM",60,1,1,1.6187778711319
2,9,102055017,3,3,1,1,1,2.5,,"2KM",60,1,1,1.21408331394196
2,9,102055034,2,0.5,2,1,2,,2,"5KM",60,1,1,0.204775393009186
2,9,102055034,5,0.5,2,1,2,,2,"3KM",40,1,1,0.204775393009186
2,9,102055034,1,3,2,1,2,,3,"2KM",30,1,1,1.22865235805511
2,9,102055034,3,1,2,1,2,,2,"2KM",30,1,1,0.409550786018372
2,9,102055034,4,0.300000011920929,2,1,2,,2,"2KM",30,1,1,0.122865244746208
2,9,102055063,1,1,2,1,3,,,"2.5KM",40,1,1,0.409550786018372
2,9,102055063,2,1,2,1,3,,,"2.5KM",40,1,1,0.409550786018372
2,9,102055094,1,1,2,1,1,1.5,,"10KM",4,1,1,0.409550786018372
2,9,102055121,3,1,1,1,2,,1.5,"1KM",30,1,1,0.404694467782974
2,9,102055121,2,1.5,1,1,3,,,"1.5KM",40,1,1,0.607041656970978
2,9,102055121,1,1,1,1,2,,1.5,"1KM",30,1,1,0.404694467782974
2,9,102055124,1,4,2,1,1,2,,"4KM",180,1,1,1.63820314407349
2,9,102055124,2,5,2,1,1,3,,"2KM",60,1,1,2.04775404930115
2,9,102055127,2,5,2,1,1,4,,"500M",10,2,,2.04775404930115
2,9,102055127,1,3,2,1,1,4,,"1.6KM",30,1,1,1.22865235805511
2,9,102055135,1,1,1,1,1,2,,"10KM",60,1,1,0.404694467782974
2,9,102055135,2,1,1,1,2,,1.5,"10KM",60,1,1,0.404694467782974
2,9,102055135,3,1,1,1,1,2,,"5KM",30,1,1,0.404694467782974
2,9,102055135,4,1,1,1,1,2,,"5KM",30,1,1,0.404694467782974
2,9,102055135,5,1.5,1,1,1,3,,"5KM",30,1,1,0.607041656970978
2,19,102049005,2,5,3,1,3,,,"2KM",20,2,,1.18170785903931
2,19,102049005,3,3,3,1,2,2,,"1KM",10,2,,0.709024667739868
2,19,102049005,1,4,3,1,3,,,"2KM",20,2,,0.945366263389587
2,19,102049014,6,1.5,2,1,1,1.5,,"500M",,2,,0.614326179027557
2,19,102049014,1,1,2,1,3,,,"500M",,2,,0.409550786018372
2,19,102049014,5,1.5,2,1,1,1.5,,"500M",,2,,0.614326179027557
2,19,102049014,4,1,2,1,3,,,"500M",,2,,0.409550786018372
2,19,102049014,3,1,2,1,3,,,"500M",,2,,0.409550786018372
2,19,102049014,2,1,2,1,3,,,"500M",,2,,0.409550786018372
2,19,102049019,1,5,3,1,1,2,,"500METRES",5,1,1,1.18170785903931
2,19,102049030,2,1.5,2,1,3,,,"1KM",20,2,,0.614326179027557
2,19,102049030,1,1.5,2,1,3,,,"1KM",20,2,,0.614326179027557
2,19,102049039,3,3,2,1,1,1.5,,"6KM",60,2,,1.22865235805511
2,19,102049039,1,3,2,1,1,1.5,,"6KM",60,2,,1.22865235805511
2,19,102049039,2,2,2,1,3,,,"6KM",60,2,,0.819101572036743
2,19,102049066,1,1,2,1,1,4,,"2KM",30,1,1,0.409550786018372
2,19,102049075,1,1,2,1,1,2,,"500M",15,1,1,0.409550786018372
2,19,102049110,2,2,2,1,1,3,,"2KM",60,2,,0.819101572036743
2,19,102049110,1,4,2,1,1,5,,"1KM",30,2,,1.63820314407349
2,19,102049110,3,0.5,2,1,2,,2,"500M",10,2,,0.204775393009186
2,19,102049129,1,0.5,2,1,2,,2,"1KM",30,1,1,0.204775393009186
2,19,102049129,2,0.5,2,1,2,,2,"2KM",60,1,1,0.204775393009186
2,20,102048022,2,1,1,1,3,,,"60M",8,1,2,0.404694467782974
2,20,102048022,1,2,1,1,1,3,,"100M",15,1,2,0.809388935565948
2,20,102048022,3,1,1,1,3,,,"1.6KM",120,1,2,0.404694467782974
2,20,102048022,4,2,1,1,1,3,,"50M",5,1,2,0.809388935565948
2,20,102048028,2,3,2,1,1,6,,"1.5KM",60,1,1,1.22865235805511
2,20,102048028,1,1.5,2,1,1,3,,"1KM",45,1,1,0.614326179027557
2,20,102048034,2,1.5,1,1,1,5,,"500M",15,1,1,0.607041656970978
2,20,102048034,1,1,1,1,1,4,,"500M",15,1,1,0.404694467782974
2,20,102048037,3,0.300000011920929,2,1,2,,4,"3KM",45,2,,0.122865244746208
2,20,102048037,1,1,2,1,1,2,,"500M",10,2,,0.409550786018372
