"id1","id2","id3","id4","s4aix2_plotno","s4aix_299i","s4aix_299ii","s4aix_299iii","s4aix_300i","s4aix_300ii","s4aix_300iii","s4aix_301i","s4aix_301ii","s4aix_301iii","s4aix_302i","s4aix_302ii","s4aix_302iii","s4aix_303i","s4aix_303ii","s4aix_303iii","s4aix_304i","s4aix_304ii","s4aix_304iii","s4aix_305i","s4aix_305ii","s4aix_305iii","s4aix_306i","s4aix_306ii","s4aix_306iii","s4aix_307i","s4aix_307ii","s4aix_307iii","hhno"
1,8,16,144,2,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,101016144
1,8,16,144,1,,,,,,,,,,,,,,,,,,,60,7,1,30,7,1,,,,101016144
1,8,16,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016149
1,8,16,149,2,,,,,,,,,,,,,,,,,,,,,,50,5,1,,,,101016149
1,8,16,152,2,,,,,,,,,,,,,,,,,,,,,,37,5,1,,,,101016152
1,8,16,152,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016152
1,8,16,152,1,,,,,,,,,,,,,,,,,,,,,,30,5,1,,,,101016152
1,8,16,154,2,,,,,,,,,,,,,,,,,,,35,6,1,30,5,1,,,,101016154
1,8,16,154,1,3,8,2,,,,,,,,,,,,,,,,25,7,1,20,5,1,,,,101016154
1,8,16,163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016163
1,8,16,163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016163
1,8,16,217,1,,,,,,,,,,,,,,,,,,,40,4,1,,,,,,,101016217
1,8,16,217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101016217
1,8,16,217,2,,,,,,,,,,,,,,,,,,,16,4,2,,,,,,,101016217
1,10,17,2,1,15,7,2,,,,,,,,,,,,,,,,18,7,1,15,6,1,10,6,1,101017002
1,10,17,2,2,10,7,2,,,,,,,,,,,,,,,,12,7,1,10,6,1,6,6,1,101017002
1,10,17,4,1,35,8,3,,,,,,,,,,,,,,,,45,6,2,21,6,1,,,,101017004
1,10,17,4,2,10,8,2,,,,,,,,,,,,,,,,18,6,2,11,6,1,,,,101017004
1,10,17,11,2,28,7,1,,,,,,,,,,,,,,,,,,,33,6,1,17,5,3,101017011
1,10,17,11,1,25,7,1,,,,,,,,,,,,,,,,,,,30,6,1,15,5,3,101017011
1,10,17,19,1,8,7,2,,,,,,,,,,,,,,,,25,8,1,22,7,1,15,7,1,101017019
1,10,17,19,2,6,7,2,,,,,,,,,,,,,,,,20,8,1,20,7,1,10,7,1,101017019
1,10,17,20,1,,,,,,,,,,,,,,,,,,,38,9,1,34,7,1,,,,101017020
1,10,17,21,1,18,8,2,,,,,,,,,,,,,,,,48,8,1,40,7,1,18,6,4,101017021
1,10,17,21,2,7,8,2,,,,,,,,,,,,,,,,22,7,1,20,7,1,12,6,4,101017021
1,10,17,22,1,20,6,3,,,,,,,,,,,,,,,,25,5,1,20,5,1,10,4,1,101017022
1,10,17,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017022
1,10,17,27,1,24,7,2,,,,,,,,,,,,,,,,25,7,1,15,5,1,8,5,3,101017027
1,10,17,27,2,,,,,,,,,,,,,,,,,,,20,7,1,10,5,1,6,5,3,101017027
1,10,17,29,1,18,7,2,,,,,,,,,,,,,,,,18,8,1,17,5,1,,,,101017029
1,10,17,36,3,,,,,,,,,,,,,,,,,,,16,6,1,14,5,1,6,4,1,101017036
1,10,17,36,1,,,,,,,,,,,,,,,,,,,20,6,1,20,5,1,10,4,1,101017036
1,10,17,36,2,,,,,,,,,,,,,,,,,,,18,6,1,16,5,1,8,4,1,101017036
1,10,17,51,1,,,,,,,,,,,,,,,,,,,38,8,1,34,8,1,,,,101017051
1,10,17,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101017056
1,10,17,56,1,25,8,2,,,,,,,,,,,,,,,,30,8,1,28,7,1,,,,101017056
1,10,17,57,1,22,8,2,,,,,,,,,,,,,,,,,,,20,7,1,18,7,3,101017057
1,10,18,2,3,,,,,,,,,,3,4,2,,,,,,,2,3,1,2,3,1,,,,101018002
1,10,18,2,2,,,,,,,,,,3,5,2,,,,,,,2,3,1,2,3,1,2,3,1,101018002
1,10,18,2,1,,,,,,,,,,5,5,2,,,,,,,4,3,1,4,3,1,,,,101018002
1,10,18,14,2,,,,,,,,,,,,,,,,,,,15,4,1,,,,5,3,1,101018014
1,10,18,14,1,,,,,,,,,,,,,,,,,,,20,4,1,,,,,,,101018014
1,10,18,14,3,,,,,,,,,,,,,,,,,,,10,4,1,,,,,,,101018014
1,10,18,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101018034
1,10,19,3,2,,,,,,,,,,,,,,,,,,,7,3,1,4,3,1,,,,101019003
1,10,19,3,1,,,,,,,,,,,,,,,,,,,9,3,1,5,3,1,,,,101019003
1,10,19,4,1,,,,,,,,,,4,5,3,,,,,,,,,,,,,,,,101019004
1,10,19,4,2,,,,,,,,,,3,4,3,,,,,,,,,,,,,,,,101019004
1,10,19,4,3,,,,,,,,,,,,,,,,,,,10,4,1,10,4,1,5,3,2,101019004
1,10,19,5,1,,,,,,,,,,,,,,,,,,,,,,4,4,1,4,5,1,101019005
1,10,19,6,1,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,4,1,101019006
1,10,19,8,1,,,,,,,,,,,,,,,,,,,5,4,1,5,4,1,,,,101019008
1,10,19,9,2,,,,,,,,,,4,4,1,,,,,,,5,3,1,10,3,1,,,,101019009
1,10,19,9,1,,,,,,,,,,,,,,,,,,,3,3,1,5,3,1,,,,101019009
1,10,19,11,1,,,,,,,,,,,,,,,,,,,4,6,1,,,,,,,101019011
1,10,19,11,2,,,,,,,,,,,,,,,,,,,4,5,1,,,,,,,101019011
1,10,19,12,1,3,4,2,,,,,,,,,,,,,,,,3,5,1,,,,,,,101019012
1,10,19,13,1,,,,,,,,,,3,4,1,,,,,,,2,2,1,,,,,,,101019013
1,10,19,14,1,,,,,,,,,,5,3,1,,,,,,,6,3,1,,,,,,,101019014
1,10,19,14,2,,,,,,,,,,3,3,1,,,,,,,3,3,1,,,,,,,101019014
1,10,19,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101019016
1,10,19,17,1,,,,,,,,,,,,,,,,,,,4,4,1,,,,2,4,1,101019017
1,10,19,20,1,,,,,,,,,,,,,,,,,,,10,5,1,,,,,,,101019020
1,10,20,4,2,10,7,2,,,,,,,,,,,,,,,,15,8,1,12,6,1,10,6,2,101020004
1,10,20,4,1,12,7,2,,,,,,,,,,,,,,,,16,8,1,14,6,1,12,6,2,101020004
1,10,20,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020006
1,10,20,16,1,4,7,2,,,,,,,,,,,,,,,,10,7,1,10,6,1,,,,101020016
1,10,20,18,3,20,8,2,,,,,,,,,,,,,,,,,,,30,7,1,,,,101020018
1,10,20,18,2,10,7,2,,,,,,,,,,,,,,,,,,,14,7,1,,,,101020018
1,10,20,18,1,15,8,2,,,,,,,,,,,,,,,,,,,18,7,2,,,,101020018
1,10,20,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101020027
1,10,20,35,1,15,8,2,,,,,,,,,,,,,,,,16,7,1,,,,12,7,2,101020035
1,10,20,35,2,12,7,3,,,,,,,,,,,,,,,,15,7,1,,,,10,7,2,101020035
1,10,20,37,1,10,7,1,,,,,,,,,,,,,,,,14,7,1,9,7,1,,,,101020037
1,10,20,43,1,45,7,4,,,,,,,,,,,,,,,,48,8,1,,,,,,,101020043
1,10,21,1,2,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,101021001
1,10,21,1,3,,,,,,,,,,,,,,,,,,,6,6,1,6,6,1,,,,101021001
1,10,21,1,1,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,101021001
1,10,21,7,1,,,,,,,,,,,,,,,,,,,6,6,1,6,6,1,,,,101021007
1,10,21,11,2,6,5,2,,,,,,,,,,,,,,,,2,6,1,,,,,,,101021011
1,10,21,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021011
1,10,21,30,1,,,,,,,,,,,,,,,,,,,1,6,1,1,6,1,,,,101021030
1,10,21,30,2,,,,,,,,,,,,,,,,,,,2,6,1,2,6,1,,,,101021030
1,10,21,45,1,4,4,2,,,,,,,,,,,,,,,,10,4,1,,,,,,,101021045
1,10,21,54,1,6,3,6,,,,,,,,,,,,,,,,2,3,1,2,3,1,,,,101021054
1,10,21,54,2,,,,,,,,,,,,,,,,,,,6,4,1,6,4,1,3,2,2,101021054
1,10,21,58,3,,,,,,,,,,,,,,,,,,,,,,10,4,1,,,,101021058
1,10,21,58,2,2,4,2,,,,,,,,,,,,,,,,4,4,1,,,,,,,101021058
1,10,21,58,1,4,5,2,,,,,,,,,,,,,,,,5,4,1,,,,,,,101021058
1,10,21,62,2,,,,,,,,,,,,,,,,,,,5,8,1,5,6,1,,,,101021062
1,10,21,62,1,,,,,,,,,,,,,,,,,,,5,8,1,5,6,1,,,,101021062
1,10,21,67,3,,,,,,,,,,,,,,,,,,,4,6,1,4,6,1,,,,101021067
1,10,21,67,2,,,,,,,,,,,,,,,,,,,5,6,1,5,6,1,,,,101021067
1,10,21,67,1,,,,,,,,,,,,,,,,,,,4,6,1,4,6,1,,,,101021067
1,10,21,67,4,,,,,,,,,,,,,,,,,,,4,6,1,4,5,1,,,,101021067
1,10,21,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021068
1,10,21,69,1,,,,,,,,,,3,4,2,,,,,,,2,3,1,,,,,,,101021069
1,10,21,69,2,,,,,,,,,,6,4,2,,,,,,,4,3,1,2,2,1,,,,101021069
1,10,21,69,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101021069
1,10,27,4,1,3,5,2,,,,,,,,,,,,,,,,8,5,1,4,5,1,,,,101027004
1,10,27,9,1,4,5,2,,,,,,,,,,,,,,,,14,5,1,7,5,1,,,,101027009
1,10,27,9,2,,,,,,,,,,,,,,,,,,,30,4,1,30,4,1,7,2,1,101027009
1,10,27,10,1,5,5,2,,,,,,,,,,,,,,,,,,,15,5,1,,,,101027010
1,10,27,10,2,3,4,2,,,,,,,,,,,,,,,,,,,15,4,1,,,,101027010
1,10,27,11,1,3,5,1,,,,,,,,,,,,,,,,,,,5,3,1,4,3,2,101027011
1,10,27,13,2,3,4,2,,,,,,,,,,,,,,,,2,3,1,,,,,,,101027013
1,10,27,13,1,2,5,2,,,,,,,,,,,,,,,,2,3,1,,,,,,,101027013
1,10,27,13,3,1,5,2,,,,,,,,,,,,,,,,2,3,1,,,,,,,101027013
1,10,27,13,4,2,5,2,,,,,,,,,,,,,,,,2,3,1,,,,,,,101027013
1,10,27,20,3,,,,,,,,,,,,,,,,,,,10,6,1,10,6,1,5,2,2,101027020
1,10,27,20,1,,,,,,,,,,,,,,,,,,,5,5,1,5,5,1,2,3,1,101027020
1,10,27,20,2,,,,,,,,,,,,,,,,,,,5,5,1,5,5,1,2,2,2,101027020
1,10,27,23,2,,,,,,,,,,,,,,,,,,,20,6,1,20,6,1,5,6,2,101027023
1,10,27,23,1,,,,,,,,,,,,,,,,,,,15,6,1,15,6,1,5,6,2,101027023
1,10,27,31,1,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,101027031
1,10,27,31,2,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,101027031
1,10,27,32,1,,,,,,,,,,,,,,,,,,,5,4,1,5,4,1,3,3,1,101027032
1,10,27,32,2,,,,,,,,,,,,,,,,,,,7,5,1,7,5,1,5,3,1,101027032
1,10,27,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101027040
1,10,27,41,1,,,,5,3,1,,,,,,,,,,,,,20,5,1,,,,,,,101027041
1,10,27,46,1,,,,,,,,,,,,,,,,,,,4,5,1,6,5,1,,,,101027046
1,10,27,46,2,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,101027046
1,10,27,60,1,,,,,,,,,,4,5,2,,,,,,,,,,,,,,,,101027060
1,10,27,60,2,,,,,,,,,,3,5,2,,,,,,,,,,,,,,,,101027060
1,11,31,5,2,,,,,,,,,,,,,,,,,,,1,8,1,,,,,,,101031005
1,11,31,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031005
1,11,31,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031030
1,11,31,30,1,5,5,8,,,,,,,,,,,,,,,,25,5,1,,,,,,,101031030
1,11,31,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031069
1,11,31,75,1,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,101031075
1,11,31,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031075
1,11,31,84,1,4,5,6,,,,,,,,,,,,,,,,,,,4,8,2,,,,101031084
1,11,31,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101031084
1,12,29,4,1,10,5,2,,,,,,,,,,,,,,,,12,4,1,10,3,1,10,1,2,101029004
1,12,29,4,2,5,5,2,,,,,,,,,,,,,,,,10,4,1,7,3,1,7,1,2,101029004
1,12,29,6,1,,,,,,,,,,,,,,,,,,,14,5,3,5,4,1,5,4,2,101029006
1,12,29,6,2,,,,,,,,,,,,,,,,,,,10,5,3,5,4,1,5,4,1,101029006
1,12,29,8,1,8,5,2,,,,,,,,,,,,,,,,,,,10,6,2,5,2,1,101029008
1,12,29,11,1,,,,,,,,,,,,,,,,,,,15,6,1,20,5,1,,,,101029011
1,12,29,17,1,7,5,2,,,,,,,,,,,,,,,,,,,10,4,1,,,,101029017
1,12,29,17,3,3,5,2,,,,,,,,,,,,,,,,,,,5,4,1,,,,101029017
1,12,29,17,2,5,5,2,,,,,,,,,,,,,,,,,,,7,4,1,,,,101029017
1,12,29,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029023
1,12,29,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029023
1,12,29,23,4,,,,,,,,,,,,,,,,,,,12,5,1,12,4,1,6,4,2,101029023
1,12,29,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029023
1,12,29,33,2,,,,,,,,,,,,,,,,,,,15,5,1,,,,10,3,2,101029033
1,12,29,33,1,,,,,,,,,,,,,,,,,,,15,5,1,,,,10,3,2,101029033
1,12,29,34,2,,,,,,,,,,,,,,,,,,,13,7,4,10,5,2,5,5,2,101029034
1,12,29,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029034
1,12,29,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101029036
1,12,29,37,1,6,5,2,,,,,,,,,,,,,,,,12,6,1,,,,,,,101029037
1,12,29,39,1,8,6,3,,,,,,,,,,,,,,,,3,7,2,5,5,1,5,4,2,101029039
1,12,30,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030004
1,12,30,4,3,,,,,,,,,,,,,,,,,,,6,6,,6,6,1,,,,101030004
1,12,30,4,2,1,6,10,,,,,,,,,,,,,,,,3,6,1,3,6,1,,,,101030004
1,12,30,5,2,,,,,,,,,,,,,,,,,,,10,3,1,10,3,1,,,,101030005
1,12,30,5,1,,,,,,,,,,,,,,,,,,,14,3,1,7,3,1,,,,101030005
1,12,30,6,2,,,,5,5,2,,,,,,,,,,,,,5,6,1,5,6,1,,,,101030006
1,12,30,6,1,1,5,3,2,5,4,,,,,,,,,,,,,6,6,1,6,6,1,,,,101030006
1,12,30,10,1,3,7,2,,,,,,,,,,,,,,,,3,7,1,3,7,1,,,,101030010
1,12,30,16,1,,,,,,,,,,,,,,,,,,,20,7,1,20,3,1,,,,101030016
1,12,30,16,2,,,,,,,,,,,,,,,,,,,20,7,1,20,3,1,,,,101030016
1,12,30,21,1,,,,,,,,,,,,,,,,,,,,,,20,6,1,,,,101030021
1,12,30,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030022
1,12,30,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030022
1,12,30,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030022
1,12,30,30,2,,,,,,,,,,7,2,1,,,,,,,14,2,1,,,,,,,101030030
1,12,30,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101030030
1,12,30,31,1,,,,,,,,,,7,2,3,,,,,,,3,1,1,3,1,1,,,,101030031
1,12,30,38,1,,,,,,,,,,4,3,2,,,,,,,,,,,,,,,,101030038
1,12,30,43,1,3,2,3,,,,,,,,,,,,,,,,,,,4,2,1,3,2,1,101030043
1,12,30,54,1,,,,,,,,,,7,3,1,,,,,,,10,3,1,,,,,,,101030054
1,12,30,56,3,4,6,2,,,,,,,,,,,,,,,,,,,3,4,1,4,6,2,101030056
1,12,30,56,1,3,6,3,,,,,,,,,,,,,,,,3,6,1,,,,3,6,3,101030056
1,12,30,56,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,3,6,3,101030056
1,12,30,63,1,,,,,,,,,,14,4,3,,,,,,,7,4,1,,,,,,,101030063
1,13,12,55,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,101012055
1,16,23,11,1,6,8,3,,,,,,,,,,,,,,,,6,8,1,,,,,,,101023011
1,16,23,11,2,4,8,2,,,,,,,,,,,,,,,,6,4,1,,,,,,,101023011
1,16,23,13,1,2,6,2,,,,,,,,,,,,,,,,,,,4,4,1,4,4,1,101023013
1,16,23,13,2,2,5,2,,,,,,,,,,,,,,,,,,,5,1,1,2,4,1,101023013
1,16,23,14,2,,,,,,,,,,,,,,,,,,,7,3,1,7,3,1,,3,3,101023014
1,16,23,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023014
1,16,23,14,1,,,,,,,,,,,,,,,,,,,7,3,1,7,3,1,1,3,3,101023014
1,16,23,17,2,6,4,1,,,,,,,,,,,,,,,,7,8,1,,,,,,,101023017
1,16,23,17,1,6,4,1,,,,,,,,,,,,,,,,7,8,1,,,,,,,101023017
1,16,23,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023018
1,16,23,18,3,,,,,,,,,,,,,,,,,,,3,4,1,3,3,1,3,4,3,101023018
1,16,23,18,2,,,,,,,,,,,,,,,,,,,3,4,1,3,3,1,3,4,3,101023018
1,16,23,24,2,,,,,,,,,,,,,,,,,,,3,4,1,3,4,1,,,,101023024
1,16,23,24,1,,,,,,,,,,,,,,,,,,,3,3,1,3,3,1,,,,101023024
1,16,23,28,2,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,5,3,101023028
1,16,23,28,1,,,,,,,,,,,,,,,,,,,,,,5,5,1,4,5,3,101023028
1,16,23,30,1,,,,,,,,,,,,,,,,,,,10,5,1,,,,,,,101023030
1,16,23,30,2,,,,,,,,,,,,,,,,,,,10,5,1,,,,,,,101023030
1,16,23,31,1,3,4,2,,,,,,,,,,,,,,,,2,4,1,,,,,,,101023031
1,16,23,31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,31,2,2,4,1,,,,,,,,,,,,,,,,2,4,1,,,,,,,101023031
1,16,23,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023031
1,16,23,32,1,5,5,1,,,,,,,,,,,,,,,,5,4,1,,,,,,,101023032
1,16,23,35,4,3,6,3,,,,,,,,,,,,,,,,3,3,1,3,3,2,,,,101023035
1,16,23,35,1,5,6,3,,,,,,,,,,,,,,,,5,6,1,5,6,2,,,,101023035
1,16,23,35,2,3,6,3,,,,,,,,,,,,,,,,3,3,1,3,3,2,,,,101023035
1,16,23,35,3,3,6,3,,,,,,,,,,,,,,,,3,3,1,3,3,2,,,,101023035
1,16,23,36,1,,,,,,,,,,,,,,,,,,,3,4,1,2,4,1,,,,101023036
1,16,23,36,2,,,,,,,,,,,,,,,,,,,3,4,1,2,4,1,,,,101023036
1,16,23,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023036
1,16,23,37,1,4,6,3,,,,,,,,,,,,,,,,2,5,1,,5,1,,,,101023037
1,16,23,37,2,3,5,2,,,,,,,,,,,,,,,,4,5,1,,,,,,,101023037
1,16,23,40,4,4,6,2,,,,,,,,,,,,,,,,3,6,1,,,,,,,101023040
1,16,23,40,3,,,,,,,,,,,,,,,,,,,6,5,1,,,,,,,101023040
1,16,23,40,5,5,6,2,,,,,,,,,,,,,,,,4,6,1,,,,,,,101023040
1,16,23,40,2,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,101023040
1,16,23,40,1,6,8,3,,,,,,,,,,,,,,,,6,8,1,,,,,,,101023040
1,17,22,1,1,,,,,,,,,,,,,,,,,,,,,,21,6,1,,,,101022001
1,17,22,5,2,,,,,,,,,,4,6,2,,,,,,,4,6,1,4,6,1,2,2,2,101022005
1,17,22,5,1,,,,,,,,,,3,6,2,,,,,,,,,,,,,,,,101022005
1,17,22,9,1,2,6,2,,,,,,,,,,,,,,,,5,6,3,5,6,2,,,,101022009
1,17,22,11,1,,,,,,,,,,,,,,,,,,,21,4,1,20,4,1,,,,101022011
1,17,22,12,1,,,,,,,,,,,,,,,,,,,5,9,1,,,,,,,101022012
1,17,22,18,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,101022018
1,17,22,18,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,101022018
1,17,22,18,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,101022018
1,17,22,24,1,,,,,,,,,,,,,,,,,,,27,6,1,10,6,1,,,,101022024
1,17,22,24,2,,,,,,,,,,,,,,,,,,,27,6,1,10,6,1,,,,101022024
1,17,22,25,1,,,,,,,,,,,,,,,,,,,,,,6,4,1,,,,101022025
1,17,22,25,2,,,,,,,,,,,,,,,,,,,,,,6,4,1,,,,101022025
1,17,22,30,1,,,,,,,,,,,,,,,,,,,8,4,1,8,4,1,8,4,1,101022030
1,17,22,30,2,,,,,,,,,,,,,,,,,,,4,2,1,4,2,1,,,,101022030
1,17,22,33,1,,,,,,,,,,14,5,2,,,,,,,2,4,1,,,,,,,101022033
1,17,22,33,2,3,5,3,,,,,,,,,,,,,,,,5,4,1,,,,,,,101022033
1,17,22,35,1,2,6,2,,,,,,,,,,,,,,,,,,,2,6,1,,,,101022035
1,17,22,36,1,7,4,2,,,,,,,,,,,,,,,,18,4,1,4,2,1,,,,101022036
1,17,22,36,2,6,5,2,,,,,,,,,,,,,,,,12,4,1,,,,,,,101022036
1,17,22,37,1,,,,,,,,,,,,,,,,,,,,,,14,5,1,4,3,2,101022037
1,17,22,42,1,,,,,,,,,,,,,,,,,,,,,,21,5,1,10,5,1,101022042
1,17,22,45,2,,,,,,,,,,,,,,,,,,,7,5,1,7,5,1,,,,101022045
1,17,22,45,1,,,,,,,,,,5,4,1,,,,,,,5,5,1,,,,,,,101022045
1,17,24,16,1,,,,,,,,,,2,6,2,,,,,,,,,,,,,,,,101024016
1,17,24,16,3,3,6,2,,,,,,,,,,,,,,,,5,5,1,,,,,,,101024016
1,17,24,16,2,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,101024016
1,17,24,17,1,,,,,,,,,,,,,,,,,,,20,4,1,10,4,1,,,,101024017
1,17,24,20,1,2,4,16,,,,,,,,,,,,,,,,2,4,1,,,,,,,101024020
1,17,24,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024021
1,17,24,23,2,,,,,,,,,,,,,,,,,,,12,4,1,,,,12,4,1,101024023
1,17,24,23,1,,,,,,,,,,,,,,,,,,,12,4,1,,,,12,4,1,101024023
1,17,24,28,2,9,4,3,,,,,,,,,,,,,,,,,,,4,3,1,,,,101024028
1,17,24,28,1,,,,2,4,3,,,,,,,,,,,,,,,,2,4,1,,,,101024028
1,17,24,32,1,,,,,,,,,,,,,,,,,,,10,5,1,10,5,1,,,,101024032
1,17,24,36,1,,,,,,,,,,,,,,,,,,,5,8,1,,,,,,,101024036
1,17,24,38,2,,,,,,,,,,,,,,,,,,,4,5,1,4,5,1,,,,101024038
1,17,24,38,1,1,5,4,,,,,,,,,,,,,,,,5,5,1,5,5,1,,,,101024038
1,17,24,39,2,,,,,,,,,,,,,,,,,,,12,4,1,,,,,,,101024039
1,17,24,39,1,,,,,,,,,,,,,,,,,,,14,4,1,,,,,,,101024039
1,17,24,42,1,5,3,3,,,,,,,,,,,,,,,,14,4,1,,,,,,,101024042
1,17,24,43,1,4,7,6,,,,,,,,,,,,,,,,3,3,1,3,3,1,,,,101024043
1,17,24,43,2,3,7,5,,,,,,,,,,,,,,,,3,3,1,3,3,1,,,,101024043
1,17,24,45,1,4,7,4,,,,,,,,,,,,,,,,4,7,1,3,7,1,2,5,1,101024045
1,17,24,45,2,4,7,4,,,,,,,,,,,,,,,,4,7,1,3,7,1,2,6,1,101024045
1,17,24,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101024050
1,17,24,50,2,,,,,,,,,,,,,,,,,,,21,4,1,,,,,,,101024050
1,17,24,51,1,5,6,4,,,,,,,,,,,,,,,,10,4,1,5,4,1,2,4,2,101024051
2,2,34,34,1,,,,,,,,,,,,,,,,,,,3,7,1,,,,,,,102034034
2,2,37,1,1,,,,,,,,,,,,,,,,,,,1,7,4,,,,,,,102037001
2,2,37,2,1,,,,,,,,,,,,,,,,,,,1,4,6,1,4,1,,,,102037002
2,2,37,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,102037005
2,2,37,5,1,2,8,5,,,,2,12,1,2,12,1,1,12,1,,,,,,,,,,,,,102037005
2,2,37,10,1,,,,,,,,,,,,,,,,,,,1,9,2,1,9,1,1,9,1,102037010
2,2,37,10,3,,,,,,,,,,,,,,,,,,,1,7,4,1,7,1,,,,102037010
2,2,37,10,2,,,,,,,,,,,,,,,,,,,1,7,4,1,7,1,,,,102037010
2,2,37,13,1,,,,,,,,,,,,,,,,,,,,,,1,9,5,1,9,5,102037013
2,2,37,21,1,,,,,,,,,,,,,,,,,,,1,9,6,1,9,12,,,,102037021
2,2,37,27,1,,,,,,,,,,,,,,,,,,,,,,12,10,1,,,,102037027
2,2,37,28,1,,,,,,,,,,,,,,,,,,,,,,2,10,1,,,,102037028
2,2,37,30,1,,,,,,,,,,,,,,,,,,,1,7,1,1,7,1,2,7,15,102037030
2,2,37,30,2,,,,,,,,,,,,,,,,,,,,,,4,9,1,4,9,1,102037030
2,2,37,31,1,,,,,,,,,,,,,,,,,,,,,,2,6,1,,,,102037031
2,2,37,35,1,,,,,,,,,,,,,,,,,,,1,5,3,1,5,1,1,5,2,102037035
2,2,37,37,1,,,,,,,,,,,,,,,,,,,,,,1,7,1,1,7,2,102037037
2,2,37,38,1,,,,,,,,,,,,,,,,,,,1,6,4,1,6,3,,,,102037038
2,5,51,3,1,,,,,,,,,,,,,,,,,,,,,,10,4,1,,,,102051003
2,5,51,9,1,11,5,3,,,,,,,,,,,,,,,,,,,4,5,1,,,,102051009
2,5,51,14,1,,,,,,,,,,,,,,,,,,,18,7,1,,,,,,,102051014
2,5,51,64,1,3,6,1,,,,,,,,,,,,,,,,10,5,1,,,,,,,102051064
2,5,51,71,1,,,,,,,,,,,,,,,,,,,30,5,1,,,,,,,102051071
2,8,52,6,2,,,,,,,,,,,,,,,,,,,15,4,2,10,4,1,2,4,2,102052006
2,8,52,6,3,,,,,,,,,,,,,,,,,,,12,3,2,9,4,1,2,4,2,102052006
2,8,52,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052006
2,8,52,6,1,,,,,,,,,,,,,,,,,,,12,4,2,10,4,1,5,4,2,102052006
2,8,52,9,1,6,4,1,,,,,,,,,,,,,,,,72,6,1,72,6,1,,,,102052009
2,8,52,9,2,6,4,1,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,102052009
